SpeciesID	COc77203	COc77206	COc77229	COc77230	COc77243	COc77256	COc77265	COc77268	MRFc1	MRFc2	MRFc3	NEc109	NEc118	NEc212	NEc215	NEc311	NEc317	NEc414	NEc416	SVERCc1c16S	SVERCc2	SVERCc2c16S	SVERCc3	SVERCc3c16S	WAcC1	WAcC2	WAcC3	WAcE1	WAcE2	WAcE3
OTU_DN_6597	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_1090	1	0	0	0	0	1	0	1	0	0	0	8	7	5	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC191775.1.1520	3	4	0	3	3	1	1	3	0	0	0	4	2	3	3	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0
OTU_DN_17507	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_7814	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ833488.1.1491	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	10	3	6	0	0	0	0	0	0
EU134075.1.1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_333	0	9	6	3	3	3	3	4	0	0	0	4	1	1	2	3	6	4	8	20	1	21	0	22	0	0	0	0	0	0
OTU_DN_3607	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_9312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0
OTU_DN_2272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	22	1	10	0	0	0	0	0	0
OTU_DN_12663	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_2187	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	3	5	5	1	0	0	1	0	0	0	0	0	0	0	0
OTU_DN_2870	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	10	1	9	1	3	0	0	0	0	0	0
OTU_DN_4195	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_7038	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_18059	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY493958.1.1480	6	6	2	3	1	4	2	5	0	0	0	17	4	7	13	4	4	1	4	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_9803	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC331417.1.1467	4	23	13	1	7	6	9	8	20	23	18	21	23	25	28	18	28	28	27	61	32	172	15	132	0	8	0	19	52	5
OTU_DN_8148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_DN_213	0	2	2	1	4	2	10	9	0	0	0	1	8	4	2	1	0	3	4	12	7	16	3	18	0	0	0	0	0	0
OTU_DN_3857	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	1	10	0	0	0	0	0	0	0	0
OTU_DN_3154	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	2	0	0	0	0	1	5	1	0	0	0	0	0	0	0
OTU_DN_12239	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ120500.1.1472	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_431	0	3	2	0	0	2	0	0	0	0	0	0	5	1	8	4	1	4	9	13	1	27	0	3	0	0	0	0	0	0
OTU_DN_13164	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_12721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
EU134143.1.1297	5	7	3	3	4	25	6	6	0	0	0	5	18	5	7	14	5	4	6	33	1	26	2	34	0	0	0	0	0	0
EU134118.1.1335	28	35	4	4	1	41	22	9	0	0	0	172	29	14	16	4	31	9	14	25	1	8	6	26	0	0	0	0	0	0
OTU_DN_10992	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_486	0	1	0	0	5	3	3	5	0	0	0	8	92	10	6	1	11	2	1	6	6	24	6	10	0	0	0	0	0	0
JN409196.1.1415	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	1	0	10	3	0	0	0	0	1	0	0
OTU_DN_1222	1	4	1	0	2	1	3	0	3	0	0	4	3	1	4	1	1	6	4	15	1	22	8	26	0	0	0	0	0	0
EU134154.1.1320	7	2	9	4	6	14	5	5	0	0	0	5	1	2	12	9	4	2	3	50	10	95	29	126	0	0	0	0	0	0
JN409150.1.1421	1	4	1	3	4	3	8	2	0	2	0	3	6	1	6	1	0	4	6	22	10	24	5	31	0	0	0	0	0	0
EU133965.1.1316	6	3	2	7	0	11	11	8	0	0	0	0	2	0	0	3	2	3	2	1	2	13	5	18	0	0	0	0	0	0
OTU_DN_9243	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN573082.1.1330	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FQ659918.1.1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	3	0	2	0	0	0	0	0	0
OTU_DN_4372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	0	0	0	0	0	0	0	0
OTU_DN_13470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AB638625.1.1327	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_DN_2088	2	3	1	1	0	9	0	2	0	0	0	16	10	8	20	65	95	11	2	22	3	21	0	12	0	0	0	0	0	0
OTU_DN_12737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DQ532221.1.1463	22	17	15	5	10	10	70	19	1	2	0	11	5	4	18	12	16	10	24	65	26	187	39	163	0	0	0	0	0	0
OTU_DN_14412	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_246	10	10	7	1	8	1	2	2	0	0	0	4	7	19	10	5	11	1	2	3	3	5	0	0	0	0	0	0	0	0
OTU_DN_459	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	3	12	1	1	21	18	38	10	7	0	0	0	0	3	0
JF796795.1.1315	0	0	0	0	0	3	0	0	5	12	14	0	0	0	0	0	1	0	0	0	2	9	1	8	1	0	0	11	8	10
OTU_DN_8424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
JF202914.1.1309	1	0	0	0	0	45	0	3	6	11	16	0	0	2	0	0	18	0	13	17	4	28	0	5	1	1	1	20	25	2
OTU_DN_8567	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
JX105657.1.1346	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EU134152.1.1320	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	7	0	5	0	0	0	0	0	0
OTU_DN_2518	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	3	0	5	0	0	0	0	0	0	0	0
OTU_DN_3854	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_3550	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ264370.1.1420	5	8	0	1	2	9	3	3	1	2	0	1	3	4	0	5	0	3	4	12	2	16	1	28	0	0	0	0	0	0
AM935058.1.1332	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	3	9	4	2	0	0	1	0	4	0	1	0	0	0	0
OTU_DN_3643	0	0	0	0	0	0	0	0	1	1	2	1	0	1	1	2	1	2	0	0	0	0	0	0	0	0	0	1	0	0
HM131975.1.1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
OTU_DN_6825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
JN024061.1.1445	0	0	0	0	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	4	1	2	3
OTU_DN_5995	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ833478.1.1494	0	0	0	0	0	2	1	0	0	0	0	4	3	5	4	3	1	2	1	18	0	28	1	1	0	0	0	0	0	0
FN594644.1.1458	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	0	2	0	0	0	0	0	0
EU134033.1.1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0
AY921879.1.1349	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_6778	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_230	0	1	0	0	0	0	0	0	1	0	0	0	0	3	7	0	3	2	3	18	3	78	15	37	0	0	0	0	1	3
OTU_DN_9404	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_8539	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ152726.1.1445	13	16	16	6	13	12	21	7	0	0	0	17	77	28	47	11	27	7	12	10	2	3	0	0	0	0	0	0	0	0
JN672270.1.1260	1	0	0	0	0	1	0	0	0	0	0	3	3	5	4	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FJ152730.1.1456	7	1	10	2	2	2	2	2	0	0	0	18	27	31	13	24	12	20	5	0	0	0	0	0	0	0	0	0	0	0
EU134013.1.1324	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	0	1	0	0	0	5	0	1	0	0	0	0	0	0
OTU_DN_12716	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_9390	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_9046	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0
EF020094.1.1342	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	20	6	61	10	67	0	0	0	3	2	1
KC286766.1.1459	7	0	0	2	0	0	6	3	0	0	4	3	3	6	4	0	16	16	2	16	7	25	6	100	0	0	0	0	0	0
OTU_DN_11812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HM438266.1.1446	30	41	49	21	34	69	48	38	47	50	60	35	64	34	60	52	35	46	34	291	60	401	121	483	25	11	27	80	77	58
JQ428526.1.1449	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	3	0	14	0	0	0	0	0	0
HM445199.1.1318	0	0	0	0	0	0	0	0	0	2	0	4	2	3	4	11	9	4	5	17	4	7	2	11	2	0	2	0	0	1
OTU_DN_401	0	0	0	0	0	0	0	0	2	5	0	7	56	8	11	34	35	13	17	25	2	39	2	9	0	1	1	22	41	22
OTU_DN_8434	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	5
AB630833.1.1416	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_15	0	0	0	0	0	0	0	0	82	55	84	5	0	3	2	2	1	0	0	9	0	18	0	20	48	47	194	73	65	93
OTU_DN_14	0	0	0	0	0	0	1	0	62	30	48	0	13	7	6	21	20	16	1	11	1	20	2	3	19	57	116	99	104	110
FR774630.1.1332	0	0	0	0	0	0	0	0	30	10	24	0	0	0	1	0	0	0	0	0	0	0	0	0	8	31	33	33	27	37
OTU_DN_328	0	3	0	0	3	11	1	12	0	2	0	0	2	1	3	0	3	1	0	12	0	19	8	12	0	0	0	0	0	1
JQ003188.1.1431	0	0	0	0	0	1	0	0	0	0	0	4	11	2	3	4	18	1	5	6	1	10	0	8	0	0	0	0	0	0
OTU_DN_5249	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_14221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_3006	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_DN_13693	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF266211.1.1317	0	0	0	0	0	0	0	0	4	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ263797.1.1435	0	0	0	0	0	1	0	0	21	42	34	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	21	41	38	60
OTU_DN_168	0	0	0	0	0	0	0	0	23	11	20	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	20	15	14	16
EU133970.1.1330	1	0	0	0	0	0	0	0	0	0	0	5	2	3	1	10	5	3	1	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_13466	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_3011	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
FM253567.1.1451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_14275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_2599	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_2022	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	12	0	7	0	0	0	0	0	0	0	0
EU134069.1.1296	3	1	4	2	1	0	3	4	0	0	0	0	1	1	2	0	1	2	2	9	4	29	7	33	0	0	0	0	3	0
JQ427484.1.1449	0	3	1	0	0	1	0	0	0	0	0	0	1	0	0	1	2	1	2	0	2	4	0	0	0	0	0	0	0	0
OTU_DN_6428	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1
LN568855.1.1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	14	1	4	0	0	0	0	0	0
JQ426979.1.1452	2	3	1	2	1	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
OTU_DN_3057	2	3	0	0	0	0	0	0	0	0	0	0	0	1	4	1	4	2	0	10	1	1	0	3	0	0	0	0	0	0
EU133947.1.1319	0	0	0	0	0	0	0	0	0	0	0	9	7	6	12	2	3	6	10	0	0	0	0	0	0	0	0	0	0	0
JN178019.1.1478	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY921746.1.1346	18	10	13	13	10	8	10	2	1	0	0	9	10	8	17	3	5	5	9	129	6	75	42	140	0	0	0	0	0	0
CU918269.1.1311	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ521481.1.1418	0	1	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	2	0	2	0	4	0	0	0	1	2	1
OTU_DN_7333	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	1
HM338989.1.1317	12	11	1	5	7	5	17	4	1	8	19	4	2	0	18	1	0	14	6	91	13	76	56	149	0	14	4	47	25	57
JQ407952.1.1317	4	2	7	2	3	2	5	5	7	4	14	2	10	0	5	3	5	6	1	22	3	37	2	30	0	2	2	16	42	5
OTU_DN_6164	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	7	3	9	5	25	0	0	0	0	0	0
OTU_DN_8335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_DN_606	2	2	0	2	2	0	2	2	0	0	0	2	9	1	2	4	1	7	3	7	3	40	3	24	0	0	0	0	4	0
EU134008.1.1321	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	9	0	2	0	0	0	0	0	0
OTU_DN_6560	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_994	0	0	0	0	0	0	0	0	4	1	3	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	7	11	2
KC331228.1.1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	10	1	2	0	0	0	0	0	0
GU941080.1.1355	2	5	5	2	8	1	2	2	0	0	1	6	8	5	6	2	10	4	7	23	3	31	12	26	0	0	0	0	0	0
HM438262.1.1456	6	14	9	4	10	25	10	4	0	0	0	7	2	4	19	0	2	0	2	12	2	41	2	9	0	0	0	0	0	0
OTU_DN_13326	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0
OTU_DN_10267	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_14478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
EU134041.1.1317	1	0	4	0	0	1	3	2	0	0	0	1	11	1	7	4	4	4	7	23	12	37	9	54	0	0	0	0	0	0
KC432354.1.1310	0	3	3	0	7	5	14	5	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0
JN178651.1.1447	8	3	11	7	6	6	9	4	0	0	0	8	9	14	20	14	18	15	28	107	21	89	36	177	0	0	0	4	9	0
AY922031.1.1344	2	8	2	2	4	1	4	7	0	3	0	3	3	6	14	14	11	7	13	71	24	193	25	152	0	0	0	5	18	0
OTU_DN_13112	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_18868	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ017911.1.1452	19	22	16	6	6	8	19	8	0	0	0	4	9	13	29	7	23	7	19	57	22	174	56	188	0	0	0	0	0	0
OTU_DN_817	1	2	1	0	5	5	1	2	0	0	0	1	3	7	0	0	0	1	0	0	3	9	0	1	0	0	0	0	0	0
OTU_DN_6762	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_DN_12643	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	3	0	0	0	0	0	0
OTU_DN_13431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
EU276546.1.1421	4	4	7	1	7	2	3	3	2	0	0	6	10	10	3	11	14	10	14	37	9	60	17	81	0	0	0	0	0	0
EU134145.1.1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	17	0	13	0	0	0	0	0	0
OTU_DN_856	1	0	0	5	4	1	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM438264.1.1449	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU134048.1.1298	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	3	0	0	3	2	4	0	0	0	0	0	0
EU134072.1.1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU_DN_17727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
OTU_DN_1012	0	1	1	1	0	1	1	2	0	0	0	0	0	3	0	0	0	1	0	23	0	11	4	39	0	0	0	1	5	0
KC432423.1.1310	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	7	0	0	0	0	0	0
HQ385595.1.1348	10	9	7	3	2	8	7	8	0	0	0	3	8	6	8	8	21	11	4	11	2	30	1	33	0	0	0	0	0	0
KC432261.1.1321	1	1	2	1	2	0	1	5	0	0	0	0	0	0	0	0	0	0	0	5	1	16	5	15	0	0	0	0	0	0
OTU_DN_2408	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU133991.1.1303	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0
OTU_DN_540	1	1	1	1	3	0	3	2	0	0	0	9	13	5	11	29	18	9	25	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_2931	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0
OTU_DN_17674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_DN_2105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0
GQ339176.1.1456	0	0	1	0	0	0	0	0	5	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF019578.1.1340	0	0	0	0	0	0	0	0	11	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	16	7	4	6
OTU_DN_494	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	10	0	2	1	1	2	9	12	0
OTU_DN_731	0	0	0	0	0	0	0	6	0	0	4	0	0	1	1	0	5	4	0	10	3	5	0	5	0	0	0	0	0	0
OTU_DN_434	2	0	2	2	0	0	0	0	0	0	0	0	3	4	0	0	0	1	1	17	1	16	7	20	0	0	0	0	0	0
OTU_DN_1390	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	2	1	26	0	0	0	0	0	0
OTU_DN_1622	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	2	1	7	0	2	2	2	0	0
OTU_DN_364	2	0	5	2	2	3	1	6	0	0	0	2	0	0	0	5	2	3	2	43	6	15	6	34	0	0	0	0	0	0
OTU_DN_966	0	0	0	0	0	0	0	0	5	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	19	12	2	3
OTU_DN_15588	0	0	0	0	0	0	0	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
EF516563.1.1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
OTU_DN_11473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
OTU_DN_1047	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	3	2	2
OTU_DN_4249	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_DN_10734	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_2580	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_DN_970	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	6	1	5	1	9	0	0	0	0	0	0
OTU_DN_2320	0	0	0	0	0	0	0	0	4	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_1	33	25	21	9	8	18	9	8	0	0	0	69	98	31	58	80	76	73	43	194	65	644	83	446	0	0	0	0	0	0
OTU_DN_342	0	0	0	0	0	0	0	0	0	0	0	6	4	6	7	61	16	7	6	0	0	0	0	0	0	0	0	0	0	0
EU134014.1.1319	3	0	0	2	0	0	0	0	0	0	0	4	7	1	5	8	2	3	0	56	13	139	12	116	0	0	0	0	0	0
OTU_DN_4563	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_DN_4565	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FM253600.1.1447	0	0	0	0	0	0	0	0	7	13	14	0	0	0	0	0	1	0	0	1	1	4	0	0	4	6	0	26	19	61
OTU_DN_15374	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_1914	0	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_15070	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_3216	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU133956.1.1297	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_11924	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_11827	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APMI01060598.167.1635	2	0	1	0	0	0	0	5	3	13	17	0	6	0	6	1	0	4	1	5	3	19	3	22	4	0	0	24	16	6
OTU_DN_157	0	0	0	0	0	0	0	0	11	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	37	19	11	15
OTU_DN_2609	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	6
