SpeciesID	COc77203	COc77206	COc77229	COc77230	COc77243	COc77256	COc77265	COc77268	MRFc1	MRFc2	MRFc3	NEc109	NEc118	NEc212	NEc215	NEc311	NEc317	NEc414	NEc416	SVERCc1c16S	SVERCc2	SVERCc2c16S	SVERCc3	SVERCc3c16S	WAcC1	WAcC2	WAcC3	WAcE1	WAcE2	WAcE3
OTU_DN_2385	0	2	2	0	0	0	1	1	1	3	0	0	0	0	0	1	0	1	0	0	0	10	2	1	0	0	0	0	0	0
OTU_DN_9682	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_2838	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_520	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	9	0	8	8	3	6	1	6	0
LN570745.1.1370	0	0	1	1	0	1	0	1	0	0	0	0	0	0	3	0	0	7	0	0	0	3	0	9	3	1	4	3	0	13
OTU_DN_11403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	1	1
OTU_DN_569	0	0	2	3	2	2	8	12	0	0	0	2	0	0	0	1	2	0	0	9	1	34	2	6	0	0	0	0	6	0
OTU_DN_644	5	3	1	1	8	10	14	5	0	0	0	0	0	0	0	0	0	2	0	2	0	7	0	0	0	0	1	0	2	0
KP745094.1.1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_DN_1018	0	3	3	2	0	1	0	4	0	0	0	0	2	0	1	0	0	0	0	2	0	3	0	14	0	0	0	0	0	0
CU921805.1.1355	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
JQ941864.1.1391	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KF697471.1.1227	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	3	0	0	0	1	3	0	6	0	0	0	0	0	0
GU454875.1.1507	0	0	0	0	0	0	0	0	2	9	3	0	0	0	0	0	0	0	0	8	4	20	0	5	0	0	0	0	0	0
OTU_DN_14296	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ403252.1.1485	0	0	0	0	0	0	0	0	4	3	5	2	0	0	1	2	1	0	0	2	0	3	0	0	0	0	0	0	0	0
OTU_DN_2290	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
OTU_DN_3163	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	2	1	0	3	0	2
OTU_DN_16873	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
EU133759.1.1360	5	4	5	3	3	2	1	7	3	9	9	1	2	4	3	16	5	5	1	23	2	60	4	16	0	2	1	0	2	0
OTU_DN_4047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0
HQ010812.1.1485	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
JQ407911.1.1354	0	7	3	0	3	2	3	2	0	0	0	1	0	0	2	0	0	1	0	0	0	0	2	3	0	0	0	0	0	0
HM557354.1.1367	0	0	0	0	0	2	0	0	1	0	2	0	2	0	1	0	0	0	0	3	1	8	0	1	0	0	0	0	0	0
KC189643.1.1486	0	7	2	2	6	61	7	10	5	0	3	0	2	0	1	1	0	2	2	0	7	4	0	3	0	0	0	0	0	0
OTU_DN_10205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_DN_6058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
CU466722.2.1359	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
OTU_DN_1864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	15	1	5	0	0	0	0	0	0
OTU_DN_589	0	1	0	0	2	1	7	5	0	2	0	0	0	0	0	0	1	0	0	13	0	10	0	0	0	0	0	0	0	0
OTU_DN_1119	4	3	2	3	4	1	5	0	0	0	0	0	3	2	1	0	1	0	0	1	0	12	2	5	0	0	0	0	0	0
OTU_DN_1345	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	6
OTU_DN_16636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GQ388797.1.1482	29	4	18	127	5	608	7	0	0	0	0	0	0	12	0	0	0	25	0	0	0	0	0	9	1	0	0	8	18	2
FJ516817.1.1479	0	3	1	0	8	1	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_17885	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN408969.1.1445	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY382614.1.1476	1	6	0	1	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF688358.1.1479	6	106	11	8	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN409173.1.1440	1	14	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC432221.1.1342	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FM179896.1.1485	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KR107353.1.1438	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF185803.1.1346	6	29	16	23	17	9	28	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	3	0
JF215085.1.1346	1	0	1	3	19	14	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	2	0	0
KC331221.1.1475	0	2	11	0	3	3	0	0	0	0	0	5	1	0	0	4	2	2	0	1	0	0	0	0	0	0	0	0	1	0
OTU_DN_17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_DN_19501	13	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
JF215423.1.1348	2	0	4	20	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JF220437.1.1346	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
JF825522.1.1404	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	22	3	0
HM099638.1.1481	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ671626.1.1373	10	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM268907.1.1346	1	16	1	25	50	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	14	3	21	1
HQ119790.1.1479	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_729	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	4	1	3	3	16	0	4	5	6	9	0
HM277830.1.1346	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	6	3	0
HM270102.1.1346	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	5	0	4	2	0
OTU_DN_1242	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	4	0	2	1	0	0	0	0	0	2	0
EU703365.1.1405	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HQ203850.1.1474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
GQ249524.1.1356	1	6	5	4	1	1	6	0	1	0	0	0	1	0	3	7	0	0	1	4	1	0	1	7	0	0	0	7	0	5
EU432473.1.1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	5	0	10	0	0	0	0	0	0
HQ230109.1.1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0
HM270833.1.1348	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
AY212611.1.1431	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2
KF804089.1.1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	3	0	8
KC762313.1.1430	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF611974.1.1426	0	0	1	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	2	2	0	0	1	3	0	0	0	0	1	0
AY436806.1.1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
GQ009431.1.1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	3	0	1	2	4	1	1	0	0
OTU_DN_4911	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
OTU_DN_1438	0	1	0	6	11	3	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	7	3	0	0	0	0	0	0	0
OTU_DN_18765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
JF968481.1.1380	0	2	1	3	10	10	4	0	0	1	0	0	0	0	0	0	0	1	2	3	0	2	2	13	0	0	0	0	0	0
KF037854.1.1481	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
HM299712.1.1348	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF201382.1.1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AB680723.1.1439	76	3	2	20	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC569793.1.1343	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	3	1
KC286753.1.1479	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	10	0	0	0	0	0	0
GQ084774.1.1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AB690730.1.1422	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	2	0	0
OTU_DN_19375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GQ144413.1.1379	2	0	1	2	7	0	0	0	0	1	0	0	0	0	0	9	0	0	2	0	0	0	0	3	0	0	0	0	0	0
HE998782.1.1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	1	0
JX221823.1.1478	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0
OTU_DN_10017	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_11047	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_15430	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_15595	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_17821	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_8525	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF681476.1.1253	0	1	2	0	3	0	2	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0
EF018117.1.1372	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	2	0	0	7	0	0	0	0	0	0
EF018113.1.1369	0	0	0	0	3	0	0	0	3	3	4	0	0	0	0	0	0	0	0	0	2	4	0	17	0	0	0	0	0	0
FJ950564.1.1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0
JF681475.1.1263	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	4	6	5	2
HQ119847.1.1459	0	0	0	0	15	1	1	0	0	8	0	3	0	0	1	0	2	1	0	0	0	1	0	0	0	4	0	0	24	1
OTU_DN_17141	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ318907.1.1447	0	1	1	3	87	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	9	0	3	0	0	0	0
KC886770.1.1454	1	0	0	0	0	3	3	0	0	3	3	3	2	8	1	1	11	3	0	5	1	9	0	2	0	0	0	0	0	0
FN668139.1.1473	0	0	0	0	0	0	0	0	2	1	5	0	0	0	0	0	0	0	0	2	0	9	0	2	0	2	13	41	57	10
HQ114189.1.1438	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	2	0	3	0	0	0	0	0	0	0
FN668126.1.1484	4	1	0	10	6	0	1	3	1	15	11	3	3	0	1	2	4	0	7	2	3	31	0	3	2	3	6	18	12	2
OTU_DN_2457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1
HM262876.1.1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HQ111525.1.1407	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	6	0
CP000685.2304230.2305736	0	0	0	0	0	0	0	0	1	3	5	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	7	0
KC331332.1.1483	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	3	1	19	0	1	0	0	0	0
HE574374.1.1795	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
AY177766.1.1474	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ389205.1.1491	0	0	0	1	85	2	0	2	5	14	10	1	3	1	1	0	15	7	5	9	8	51	0	12	6	6	2	13	8	3
FJ979863.1.1373	0	2	4	0	3	1	0	0	2	5	2	5	14	2	2	10	16	6	5	10	7	75	3	39	43	0	31	26	14	2
EF019396.1.1369	0	2	1	0	0	0	1	0	0	3	0	3	0	0	0	0	0	9	0	16	6	81	0	7	0	0	0	0	0	0
HM346768.1.1219	3	45	5	26	38	1	13	8	0	0	5	2	0	0	0	0	8	0	2	13	19	111	12	64	22	32	26	161	50	22
FR774598.1.1302	26	6	9	138	290	0	36	5	13	11	41	1	2	5	3	13	3	1	2	5	14	99	29	75	0	3	40	18	53	20
HQ120546.1.1496	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0
EU431733.1.1476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	4	76	7	54	0	0	0	0	0	0
HE574373.1.1890	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	2	4	0	8	2	17	1	0	0	0	0	0	0	0
AB154307.1.1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	4	2	2	0	0	0	0	0	0
OTU_DN_16944	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_14833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_DN_17988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_DN_18770	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ791169.1.1438	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	221	0	21	6	0	0	0	1	5
FR772074.1.1464	3	1	2	6	19	12	35	18	7	18	28	14	7	3	7	14	10	4	11	16	21	90	7	79	1	0	0	0	0	0
FR749745.1.1478	0	4	3	1	0	0	1	0	0	0	1	0	1	0	0	0	0	2	7	11	3	15	0	13	0	0	1	4	0	0
HG322865.1.1345	2	129	29	0	10	0	12	3	0	0	0	7	0	2	4	20	1	3	1	29	12	112	18	67	0	0	0	0	0	0
HM262410.1.1342	0	0	0	0	0	0	0	0	0	3	5	0	1	0	0	0	0	0	0	4	0	18	1	14	0	2	0	33	13	2
JRLU01000023.89.1608	1	10	4	10	12	2	14	12	0	3	0	7	1	2	1	0	8	3	10	7	9	38	11	31	0	0	0	0	0	0
OTU_DN_9100	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
JF175410.1.1346	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM066426.1.1486	1	3	1	1	6	2	2	3	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0
KF101251.1.1360	1	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	13	0	1	23	12	1	1
HM263029.1.1346	0	10	0	4	5	5	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	17	6	0	0
OTU_DN_17558	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_17801	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ263816.1.1440	6	34	14	65	76	168	71	31	0	2	0	4	0	3	0	0	1	3	0	5	7	8	7	38	2	5	4	25	4	3
OTU_DN_8865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
FM173271.1.1513	0	6	1	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	18	4	29	2	1	0	0	0	14	1	0
OTU_DN_9698	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ263835.1.1438	0	0	3	0	2	45	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_7687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR746066.1.1379	7	4	3	3	1	43	7	1	7	5	0	1	0	3	50	14	3	13	5	7	2	25	0	11	14	26	12	71	71	210
HM368664.1.1488	18	1	4	4	1	14	5	0	0	0	0	1	0	1	10	0	0	3	0	0	0	1	0	0	0	2	1	8	9	11
GU451166.1.1380	0	4	0	2	0	0	3	0	3	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
GQ103633.1.1347	0	0	0	1	2	3	0	4	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	12	0
GQ915087.1.1394	0	15	0	240	0	0	1	3	0	9	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	3	25	37	19
EF685359.1.1406	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ164051.1.1382	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM101280.1.1427	0	0	2	2	0	15	1	5	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	122	33	1	5
JF169137.1.1345	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_DN_11375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_17268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
JN653035.1.1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	13	0	0	0	0	0	0
JN653034.1.1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
JN653036.1.1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
OTU_DN_8376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0
OTU_DN_759	0	4	1	0	13	1	0	4	0	0	0	0	0	0	0	0	1	0	1	11	3	4	0	28	0	0	0	0	0	0
HG917721.1.1453	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
OTU_DN_16423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
HM319234.1.1351	3	4	1	1	0	3	0	3	1	0	0	1	0	3	0	0	0	1	5	4	0	2	0	0	0	2	0	5	1	0
OTU_DN_559	1	5	1	3	0	6	3	5	0	0	0	2	0	0	0	0	0	1	6	10	1	18	0	13	0	0	0	0	1	0
JF778722.1.1415	0	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
FN421539.1.1382	2	0	2	14	1	143	0	0	0	0	0	0	0	1	2	4	0	2	0	0	0	0	0	0	0	0	0	2	1	1
FN421483.1.1384	0	3	0	0	3	3	0	0	1	24	11	1	0	0	0	0	0	1	4	16	3	27	1	5	5	9	11	43	17	17
JF168439.1.1340	0	0	3	0	2	12	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	18	3	3
CP001619.4611730.4613224	2	12	1	10	2	142	3	0	1	7	0	0	0	0	2	0	0	4	0	3	1	1	1	5	7	6	29	69	113	75
FN421497.1.1383	77	209	68	206	77	485	101	62	21	109	57	64	26	59	60	125	43	77	22	24	15	39	7	64	65	166	577	570	967	341
OTU_DN_13504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	1
HE589817.1.1428	4	1	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	4	1	2	0	11	40	9
OTU_DN_17229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
GQ263725.1.1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	2	2
KM100582.1.1415	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	2	4	0	0	1
FN421523.1.1393	1	3	5	16	11	83	1	2	1	2	0	0	0	0	13	1	0	1	0	15	0	0	3	17	0	0	0	12	4	0
AB245369.1.1451	62	176	27	104	317	47	6	17	5	0	0	3	1	35	45	7	0	2	1	1	0	6	0	3	30	31	52	128	187	23
OTU_DN_16722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KT630891.1.1451	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0
OTU_DN_7669	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_DN_6261	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
JQ624985.1.1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
HQ119519.1.1322	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1
AB682395.1.1439	1	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	1	0	0	0	2	6	3	1	8	13	6
FN421900.1.1393	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
FN421553.1.1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0
AB681384.1.1432	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM262179.1.1340	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_11970	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0
OTU_DN_16517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	0	0	0	0	0	0	0
DQ129375.1.1408	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	7	2
EU133729.1.1274	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_DN_3107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_DN_6464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KJ540692.1.1386	5	9	6	3	10	5	9	5	0	0	0	7	6	0	5	23	12	4	6	40	4	64	20	133	0	0	0	1	0	1
