ID	Bin	TaxonRelativeAbundance	Domain	Phylum	Class	Order	Family	Species
OTU_DN_2865	Bin45	1.07725384335346e-05	Bacteria	Tectomicrobia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_1453	Bin45	2.16363169126782e-05	Bacteria	Tectomicrobia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_796	Bin45	3.27128652607744e-05	Bacteria	Tectomicrobia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_12361	Bin45	1.58507493441752e-06	Bacteria	Tectomicrobia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
HQ397211.1.1490	Bin45	7.19147520637339e-06	Bacteria	Tectomicrobia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JN387447.1.1247	Bin45	2.58247665563448e-06	Bacteria	Tectomicrobia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
KR560030.1.1486	Bin45	4.26277782820096e-05	Bacteria	Tectomicrobia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JN672092.1.1315	Bin45	2.20612843121046e-05	Bacteria	Tectomicrobia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
EU132429.1.1333	Bin46	1.48520445053648e-06	Bacteria	RBG-1 (Zixibacteria)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_673	Bin46	3.34191074978509e-05	Bacteria	RBG-1 (Zixibacteria)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
HE648189.1.1490	Bin46	1.14506990700634e-06	Bacteria	Acidobacteria	Subgroup 18	NA	NA	NA
FQ658830.1.1355	Bin46	1.38081246886296e-05	Bacteria	Acidobacteria	Subgroup 18	uncultured bacterium	uncultured bacterium	uncultured bacterium
HQ645155.1.1504	Bin46	8.02026403300422e-05	Bacteria	Acidobacteria	Subgroup 18	uncultured Acidobacteria bacterium	uncultured Acidobacteria bacterium	uncultured Acidobacteria bacterium
HM186982.1.1374	Bin46	3.51641759127477e-05	Bacteria	Acidobacteria	Subgroup 18	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_11010	Bin46	1.32825938249221e-06	Bacteria	Acidobacteria	Subgroup 18	uncultured bacterium	uncultured bacterium	uncultured bacterium
HQ597100.1.1494	Bin46	8.22047908958875e-05	Bacteria	Acidobacteria	Subgroup 18	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_3895	Bin46	4.93606177948037e-06	Bacteria	Acidobacteria	Subgroup 18	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_8947	Bin46	1.67599637984782e-06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
OTU_DN_13039	Bin46	1.12898673440587e-06	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermatophilaceae	uncultured bacterium
HM545212.1.1347	Bin46	1.07845388411432e-05	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured bacterium
KC358383.1.1253	Bin46	1.56628261204738e-06	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	NA
OTU_DN_7721	Bin46	8.38321686679251e-07	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured bacterium
OTU_DN_1635	Bin46	1.18665375842132e-05	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured bacterium
EU132109.1.1339	Bin46	2.74591112938676e-05	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured bacterium
OTU_DN_14318	Bin46	1.89875508586215e-06	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured bacterium
JQ769996.1.1485	Bin46	2.20092409428716e-05	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	NA
JF178741.1.1346	Bin46	9.69656307601614e-05	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	Ambiguous_taxa
OTU_DN_13459	Bin46	1.56362385464553e-06	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	NA
FJ004765.1.1351	Bin46	1.67030793023268e-06	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	NA
HQ597071.1.1484	Bin46	4.96024777283203e-05	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	NA
HQ597184.1.1476	Bin46	0.000152837863094344	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	NA
HE818684.1.1397	Bin46	7.40593528119262e-06	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured Acidobacteria bacterium
OTU_DN_9904	Bin46	1.56362385464553e-06	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured Acidobacteria bacterium
OTU_DN_11295	Bin46	2.37761240162629e-06	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured Acidobacteria bacterium
EU132280.1.1344	Bin46	1.81646443362639e-06	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	NA
HM062148.1.1443	Bin46	1.04717421443651e-05	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	NA
EU132017.1.1300	Bin46	2.45728638497338e-06	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured Acidobacteria bacterium
AY326530.1.1446	Bin46	0.000106897626764934	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	Ambiguous_taxa
KJ782783.1.1483	Bin46	1.82530042568581e-05	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured bacterium
JN038632.1.1480	Bin46	2.07998738919461e-05	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured bacterium
OTU_DN_15068	Bin46	1.58507493441752e-06	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured bacterium
HM061835.1.1443	Bin46	1.09697596724769e-05	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	NA
EF516020.1.1431	Bin46	2.56770740301032e-05	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	Ambiguous_taxa
EU132378.1.1352	Bin46	1.68475865678498e-05	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured bacterium
OTU_DN_5874	Bin46	6.50700975805259e-06	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured bacterium
HM445345.1.1479	Bin46	1.71899527978156e-05	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	Ambiguous_taxa
OTU_DN_7985	Bin46	1.80393016687438e-05	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured bacterium
OTU_DN_14268	Bin47	1.41428712857284e-06	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	uncultured bacterium
OTU_DN_11026	Bin47	1.12898673440587e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
KF827071.1.1400	Bin47	9.09248355833141e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6690	Bin47	2.1329920546046e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6243	Bin47	4.75268799486637e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JF121710.1.1358	Bin47	2.73348927396456e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_12765	Bin47	1.24841310565947e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_13929	Bin47	2.11577522004062e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_11169	Bin47	2.0627804194319e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_8401	Bin47	3.13786323295762e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_11610	Bin47	1.89269594688169e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_16904	Bin47	5.81740294591809e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3636	Bin47	7.05258406680208e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4415	Bin47	8.65251881544947e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3514	Bin47	4.36388666230531e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
AF255637.1.1433	Bin47	4.84467957289305e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6217	Bin47	1.06684750887646e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
HQ119177.1.1495	Bin47	5.39072536471731e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_9677	Bin47	2.12143069285926e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_17599	Bin47	2.80981462239684e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3639	Bin47	4.13285792292337e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
GU172187.1.1511	Bin47	1.75554092604784e-06	Bacteria	TM6 (Dependentiae)	uncultured Candidatus Dependentiae bacterium	uncultured Candidatus Dependentiae bacterium	uncultured Candidatus Dependentiae bacterium	uncultured Candidatus Dependentiae bacterium
OTU_DN_9668	Bin47	1.89875508586215e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_1981	Bin47	2.52363565633618e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2011	Bin47	3.05312369601808e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_13261	Bin47	1.12898673440587e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_18439	Bin47	1.06912994205316e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_8686	Bin47	1.45340387186791e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_16605	Bin47	8.69862222496878e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_15779	Bin47	1.56355051049924e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JF833548.1.1494	Bin47	1.75554092604784e-06	Bacteria	TM6 (Dependentiae)	uncultured proteobacterium	uncultured proteobacterium	uncultured proteobacterium	uncultured proteobacterium
HQ190363.1.1504	Bin47	4.8403423942639e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2164	Bin47	7.18895315425656e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
FJ542880.1.1509	Bin47	3.17014986883505e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4772	Bin47	8.07568435230651e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3412	Bin47	9.28817439963263e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_14446	Bin47	1.41428712857284e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
EU266789.1.1505	Bin47	2.3909614962926e-06	Bacteria	TM6 (Dependentiae)	NA	NA	NA	NA
OTU_DN_14199	Bin47	9.6893591457861e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_8472	Bin47	1.59768856298509e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
LN571162.1.1368	Bin47	1.8445297639233e-05	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_608	Bin47	2.38459192452136e-05	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6315	Bin47	2.63331138907176e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_11374	Bin48	1.58507493441752e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_12321	Bin48	2.764567760999e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
HQ190379.1.1500	Bin48	8.24782681652701e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_16874	Bin48	2.3506681874991e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_17899	Bin48	1.93487854447675e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_8380	Bin48	5.58665459949273e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_15355	Bin48	1.57431272245838e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3153	Bin48	8.60370553365934e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
FJ516811.1.1503	Bin48	3.21618997112199e-05	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
KJ782661.1.1504	Bin48	3.87923016037776e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
DQ413113.1.1464	Bin48	1.63212802091617e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JN616098.1.1363	Bin48	4.36552725084547e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4880	Bin48	5.76485651272908e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_7303	Bin48	1.75554092604784e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_12644	Bin48	2.4520831854823e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_12779	Bin48	5.77200632947683e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_9626	Bin48	2.12143069285926e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3370	Bin48	1.58507493441752e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_9075	Bin48	7.50294490587556e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_10687	Bin48	2.47086944780631e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_19349	Bin48	1.0664960273023e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_14741	Bin48	1.52744046800776e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4967	Bin48	4.35015109768942e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5139	Bin48	1.39496278936759e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2843	Bin48	6.81334689141222e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JN615754.1.1363	Bin48	3.62075249669856e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2433	Bin48	9.25711185963837e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_17174	Bin48	5.76551644613566e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
AB630669.1.1462	Bin48	2.41813648567526e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5038	Bin48	9.05427337458553e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4120	Bin48	8.8969565667192e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5868	Bin48	3.8818728662679e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
GU179759.1.1383	Bin48	1.41428712857284e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_13732	Bin48	1.12915883312726e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_14316	Bin48	1.41428712857284e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_13078	Bin48	1.12898673440587e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_9692	Bin48	5.790455013955e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_13096	Bin48	1.32825938249221e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4578	Bin48	5.68688117460804e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3449	Bin48	1.32038554674245e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_9927	Bin48	2.40070971525592e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6029	Bin48	4.77705485014379e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_1652	Bin48	5.92119919403632e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_16534	Bin48	6.64129691246107e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3390	Bin48	3.35199275969564e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5100	Bin48	5.47960379128776e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4949	Bin48	1.04649033304555e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
HQ330553.1.1375	Bin48	4.38842554841145e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
AM936568.1.1361	Bin48	1.45340387186791e-06	Bacteria	TM6 (Dependentiae)	NA	NA	NA	NA
OTU_DN_7464	Bin48	1.0664960273023e-06	Bacteria	TM6 (Dependentiae)	NA	NA	NA	NA
OTU_DN_5256	Bin48	3.52781129205558e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3631	Bin48	1.55102698571419e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_8706	Bin48	1.65954571827354e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_11627	Bin48	1.65365244483445e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5335	Bin48	4.7428505466124e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_19313	Bin48	1.93487854447675e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JQ408066.1.1363	Bin48	3.91042919003621e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JN616206.1.1367	Bin48	1.34584537801976e-05	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3361	Bin48	3.50526130053846e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6234	Bin48	1.68375140818482e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_9079	Bin48	1.19534945682827e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_16875	Bin48	2.16382125294409e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_13524	Bin49	8.83146605257474e-07	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_13048	Bin49	2.79907739949712e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
AB630667.1.1464	Bin49	6.56929748385865e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
EU135360.1.1403	Bin49	3.13390770117412e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_5266	Bin49	2.32002999015588e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_8505	Bin49	2.25831766625452e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_1473	Bin49	2.87791834960671e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_1834	Bin49	1.0664960273023e-06	Bacteria	TM6 (Dependentiae)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
FJ542948.1.1505	Bin49	3.94987905937127e-06	Bacteria	TM6 (Dependentiae)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_5265	Bin49	3.2510716688821e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_4872	Bin49	6.68442276098258e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_11910	Bin49	1.75554092604784e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_17453	Bin49	1.72020719335537e-06	Bacteria	TM6 (Dependentiae)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_9274	Bin49	1.89383335918599e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
HQ674920.1.1516	Bin49	5.61284951337552e-06	Bacteria	TM6 (Dependentiae)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
EF019145.1.1392	Bin49	1.22862305844904e-06	Bacteria	TM6 (Dependentiae)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_11499	Bin49	1.65003266748191e-05	Bacteria	TM6 (Dependentiae)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
JX489998.1.1500	Bin49	3.40340112918074e-05	Bacteria	TM6 (Dependentiae)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
HQ330533.1.1391	Bin49	5.17147956237135e-05	Bacteria	TM6 (Dependentiae)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
OTU_DN_12385	Bin49	1.26393498306408e-05	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
