ID	Bin	TaxonRelativeAbundance	Domain	Phylum	Class	Order	Family	Species
OTU_DN_7593	Bin279	1.0320751157842e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_11620	Bin279	1.58507493441752e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
HM444992.1.1380	Bin279	2.37761240162629e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_9717	Bin279	4.49071812478511e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_15616	Bin279	1.56355051049924e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_10999	Bin279	4.17436064117761e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_2723	Bin279	4.55069100906493e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_3025	Bin279	2.11298636034785e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
OTU_DN_1783	Bin279	7.93695556031005e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
FQ660526.1.1379	Bin279	6.97481394683797e-07	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
JN825518.1.1375	Bin279	6.64129691246107e-07	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_4540	Bin279	7.27628493315002e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
OTU_DN_7902	Bin279	2.34532576574886e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_8436	Bin279	1.65954571827354e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
JQ427821.1.1512	Bin279	9.19506992499427e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
EF019898.1.1408	Bin279	4.49176563557599e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
AB630478.1.1487	Bin279	8.28638354715935e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
EA273515.1.1300	Bin279	2.38684710211835e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
KC437136.1.1286	Bin279	1.25377822636496e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
GQ406162.1.1533	Bin279	3.88692241571927e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured delta proteobacterium
OTU_DN_14109	Bin279	1.45340387186791e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured delta proteobacterium
EA273518.1.1307	Bin279	6.29740090020303e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
OTU_DN_15402	Bin279	7.07143564286421e-07	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
AJ441236.1.1456	Bin279	4.73955544166634e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured delta proteobacterium
OTU_DN_3252	Bin279	7.05258406680208e-07	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_6263	Bin279	4.28392482929188e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured delta proteobacterium
GU208395.1.1464	Bin279	3.50676894655211e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
FJ592581.1.1414	Bin279	6.90109322975585e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_5770	Bin279	1.41428712857284e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_13001	Bin279	4.02639590794069e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_19405	Bin280	1.39496278936759e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
LN572867.1.1396	Bin280	2.01832370807288e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_3933	Bin280	2.39657713059786e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
JF830203.1.1537	Bin280	9.58743854043668e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_15778	Bin280	2.14949344387397e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
KJ410625.1.1224	Bin280	6.32947617254199e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
OTU_DN_11448	Bin280	2.37761240162629e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
JQ800930.1.1520	Bin280	1.2845046786781e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
EU881136.1.1522	Bin280	1.48990664100626e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
EU134569.1.1377	Bin280	1.02196196257575e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
OTU_DN_1873	Bin280	1.23920197393049e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
EU134455.1.1390	Bin280	7.43420687754601e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
OTU_DN_10204	Bin280	2.49463653145737e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
FJ535064.1.1489	Bin280	2.09089901378766e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
OTU_DN_18098	Bin280	1.15310328922713e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
JF727700.1.1526	Bin280	1.01725904752378e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
OTU_DN_5538	Bin280	2.51475387668503e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_2648	Bin280	8.81294655761554e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
HM445319.1.1521	Bin280	1.158091002791e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
JF833861.1.1524	Bin280	3.98478010233047e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
FJ478988.1.1520	Bin280	1.58507493441752e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
EU134453.1.1406	Bin280	9.75681333008436e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
OTU_DN_13610	Bin280	1.12915883312726e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
OTU_DN_18866	Bin280	1.50058898117511e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
JN178893.1.1496	Bin280	9.42146936187682e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
EF018732.1.1412	Bin280	4.29637264027981e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
EU134322.1.1332	Bin280	2.0517220284804e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
OTU_DN_1382	Bin280	7.29228398916835e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
EU335402.1.1527	Bin280	5.11025099508517e-06	Bacteria	Proteobacteria	NA	NA	NA	NA
HQ677574.1.1366	Bin281	9.910149595177e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
KF712867.1.1523	Bin281	6.55128361402204e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
AJ518791.1.1293	Bin281	6.37387940622777e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_4088	Bin281	7.34582753374495e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
OTU_DN_3978	Bin281	4.93432140863201e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured delta proteobacterium
OTU_DN_10808	Bin281	1.58507493441752e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
HQ190549.1.1536	Bin281	8.78595822903906e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
EU134364.1.1385	Bin281	0.000251026285005367	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
EU134394.1.1379	Bin281	4.57853695766267e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
EU134466.1.1374	Bin281	2.23928857422299e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
KR779707.1.1373	Bin281	0.00107426610969781	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
HF954181.1.1395	Bin281	9.58752194332108e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
HQ645149.1.1524	Bin281	2.31906710663802e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
HM445325.1.1520	Bin281	2.16772978684551e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
HQ397218.1.1493	Bin281	1.56776973553716e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
HQ190463.1.1531	Bin281	1.75949728478667e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
GQ461662.1.1398	Bin281	0.00241248975167949	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
EU134351.1.1341	Bin281	1.65206711821307e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
JX221964.1.1518	Bin281	1.48932538125431e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
AB240314.1.1514	Bin281	7.1494790858692e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
JQ738791.1.1521	Bin281	1.14768851651017e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
HM444865.1.1379	Bin281	1.69202165206461e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
HQ119930.1.1447	Bin281	4.90715974657617e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
LN572951.1.1399	Bin281	0.000341834364957712	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_11372	Bin281	1.58507493441752e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_19033	Bin281	9.30319099451112e-07	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_8854	Bin281	4.63855431200781e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_11683	Bin281	1.75554092604784e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
OTU_DN_4513	Bin281	1.94838028717865e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
OTU_DN_10694	Bin281	1.58507493441752e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
OTU_DN_11565	Bin281	1.75554092604784e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
OTU_DN_12898	Bin281	2.3884445679223e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_13246	Bin281	1.17957092393087e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
OTU_DN_10191	Bin281	9.56998307264206e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
FR687464.1.1519	Bin281	0.000121995287333784	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
JQ738792.1.1512	Bin281	6.8320849452422e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_10200	Bin281	7.06960881846082e-07	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_13145	Bin281	1.04241590309702e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
KM260272.1.1350	Bin281	0.00380799869849295	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
OTU_DN_7705	Bin281	1.10595275135592e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_19932	Bin281	1.22221000012222e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
EU134384.1.1381	Bin281	1.09877126664103e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
OTU_DN_13303	Bin281	1.12898673440587e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_19541	Bin281	1.22221000012222e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
JF833796.1.1465	Bin281	2.68763088669097e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
EU134337.1.1408	Bin281	1.67110115329143e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
JF265970.1.1382	Bin281	1.39254400788242e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
OTU_DN_17342	Bin281	2.05952013180929e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
JQ825191.1.1521	Bin281	4.13967001365202e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
JN038609.1.1518	Bin281	0.000102797299724106	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
EF019530.1.1410	Bin281	4.21842731261302e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Ambiguous_taxa
OTU_DN_8109	Bin281	2.37761240162629e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
OTU_DN_10498	Bin281	1.58507493441752e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
HQ330621.1.1396	Bin281	0.000127651470011824	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
EU491855.1.1517	Bin281	1.12898673440587e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
HM445153.1.1382	Bin281	8.69753681146937e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	uncultured bacterium
AY395340.1.1462	Bin281	2.05298237810929e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	NA
OTU_DN_8749	Bin280	2.05732531250772e-07	Bacteria	Planctomycetes	OM190	uncultured microorganism	uncultured microorganism	uncultured microorganism
KJ578076.1.1521	Bin280	1.06077186179654e-05	Bacteria	Planctomycetes	OM190	uncultured microorganism	uncultured microorganism	uncultured microorganism
JN387291.1.1294	Bin280	0.000123145665063213	Bacteria	Planctomycetes	OM190	uncultured microorganism	uncultured microorganism	uncultured microorganism
OTU_DN_6675	Bin280	3.36610799843538e-06	Bacteria	FCPU426	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_3996	Bin280	1.19773634354419e-06	Bacteria	FCPU426	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_610	Bin280	2.14272609132679e-05	Bacteria	FCPU426	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_849	Bin280	2.76646269994714e-05	Bacteria	FCPU426	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_1856	Bin280	8.13754138005511e-06	Bacteria	FCPU426	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2810	Bin280	8.88050491319203e-06	Bacteria	FCPU426	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2619	Bin280	3.64461924576987e-06	Bacteria	FCPU426	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_8176	Bin280	1.21097628908426e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
HM444922.1.1385	Bin280	2.25731187805272e-05	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_2663	Bin280	2.18261561059477e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JF833508.1.1476	Bin280	3.95717441569661e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
EU134434.1.1389	Bin280	6.09253268979539e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_6338	Bin280	1.22221000012222e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_18823	Bin280	1.77785414211526e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_7300	Bin280	4.36667249195247e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
JN038949.1.1520	Bin280	1.05533785679575e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
HM445027.1.1281	Bin280	8.79685223587905e-06	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
OTU_DN_7230	Bin282	2.11577522004062e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	uncultured bacterium
OTU_DN_1934	Bin282	1.4189096368697e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	NA
GU208371.1.1443	Bin282	0.000281168586893457	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	uncultured bacterium
OTU_DN_1392	Bin282	6.33891832447963e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	NA
HQ330573.1.1396	Bin282	0.00147566750409339	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	uncultured bacterium
AM936493.1.1355	Bin282	1.06028048802024e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	NA
FJ444643.1.1437	Bin282	4.03192815361884e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	uncultured bacterium
EU134709.1.1343	Bin282	8.38541276425007e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	NA
OTU_DN_19214	Bin282	8.31545510485789e-07	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	uncultured bacterium
OTU_DN_7654	Bin282	2.49463653145737e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	uncultured bacterium
OTU_DN_14463	Bin282	1.10860652679803e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	uncultured gamma proteobacterium
AM935343.1.1373	Bin282	2.06698761005037e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	NA
AM935626.1.1356	Bin282	1.79707656421799e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	NA
KF469200.1.1458	Bin282	9.51317043696683e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	NA
OTU_DN_8193	Bin282	2.34532576574886e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	NA
FQ659006.1.1354	Bin282	1.06552848253254e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	NA
KC682911.1.1526	Bin282	0.000287989332136355	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	uncultured bacterium
OTU_DN_234	Bin282	6.8735521743733e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	NA
AM934884.1.1374	Bin282	1.56553437332345e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	NA
HM186272.1.1372	Bin282	3.51047116148522e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
DQ823196.1.1502	Bin282	2.39856883989189e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
HE653873.1.1453	Bin282	3.72529606463368e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
HM445176.1.1366	Bin282	1.5567545898534e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
JN023259.1.1490	Bin282	5.85640761784454e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
EU409115.1.1359	Bin282	6.14439324116744e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
EF688386.1.1501	Bin282	2.94605156727348e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
JF265707.1.1360	Bin282	1.95017381749082e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
OTU_DN_1796	Bin282	1.31151529958417e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	uncultured bacterium
OTU_DN_7419	Bin282	3.41417578964433e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
OTU_DN_18841	Bin282	1.58507493441752e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
OTU_DN_15886	Bin282	1.89419774791732e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
LN555035.1.1378	Bin282	5.58771111750839e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	NA
OTU_DN_402	Bin282	1.96323138158844e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	NA
OTU_DN_5406	Bin282	1.67599637984782e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
OTU_DN_990	Bin282	9.26645901126604e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	uncultured bacterium
OTU_DN_63	Bin282	0.000225086439367067	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
OTU_DN_306	Bin282	6.50922861737259e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
LN567554.1.1390	Bin282	0.00013448784513527	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
OTU_DN_19286	Bin282	6.29078381549032e-06	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
LN572632.1.1390	Bin282	7.95980132209918e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium
OTU_DN_19292	Bin282	6.97481394683797e-07	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	uncultured bacterium
AJ518786.1.1279	Bin282	0.000274257918219821	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	NA
EU979042.1.1503	Bin283	0.000294804644047363	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	NA
HM186381.1.1372	Bin283	0.00518818547801605	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	uncultured bacterium
