Method	GroupBasedOn	Group	Process	bin1	bin2	bin3	bin4	bin5	bin6	bin7	bin8	bin9	bin10	bin11	bin12	bin13	bin14	bin15	bin16	bin17	bin18	bin19	bin20	bin21	bin22	bin23	bin24	bin25	bin26	bin27	bin28	bin29	bin30	bin31	bin32	bin33	bin34	bin35	bin36	bin37	bin38	bin39	bin40	bin41	bin42	bin43	bin44	bin45	bin46	bin47	bin48	bin49	bin50	bin51	bin52	bin53	bin54	bin55	bin56	bin57	bin58	bin59	bin60	bin61	bin62	bin63	bin64	bin65	bin66	bin67	bin68	bin69	bin70	bin71	bin72	bin73	bin74	bin75	bin76	bin77	bin78	bin79	bin80	bin81	bin82	bin83	bin84	bin85	bin86	bin87	bin88	bin89	bin90	bin91	bin92	bin93	bin94	bin95	bin96	bin97	bin98	bin99	bin100	bin101	bin102	bin103	bin104	bin105	bin106	bin107	bin108	bin109	bin110	bin111	bin112	bin113	bin114	bin115	bin116	bin117	bin118	bin119	bin120	bin121	bin122	bin123	bin124	bin125	bin126	bin127	bin128	bin129	bin130	bin131	bin132	bin133	bin134	bin135	bin136	bin137	bin138	bin139	bin140	bin141	bin142	bin143	bin144	bin145	bin146	bin147	bin148	bin149	bin150	bin151	bin152	bin153	bin154	bin155	bin156	bin157	bin158	bin159	bin160	bin161	bin162	bin163	bin164	bin165	bin166	bin167	bin168	bin169	bin170	bin171	bin172	bin173	bin174	bin175	bin176	bin177	bin178	bin179	bin180	bin181	bin182	bin183	bin184	bin185	bin186	bin187	bin188	bin189	bin190	bin191	bin192	bin193	bin194	bin195	bin196	bin197	bin198	bin199	bin200	bin201	bin202	bin203	bin204	bin205	bin206	bin207	bin208	bin209	bin210	bin211	bin212	bin213	bin214	bin215	bin216	bin217	bin218	bin219	bin220	bin221	bin222	bin223	bin224	bin225	bin226	bin227	bin228	bin229	bin230	bin231	bin232	bin233	bin234	bin235	bin236	bin237	bin238	bin239	bin240	bin241	bin242	bin243	bin244	bin245	bin246	bin247	bin248	bin249	bin250	bin251	bin252	bin253	bin254	bin255	bin256	bin257	bin258	bin259	bin260	bin261	bin262	bin263	bin264	bin265	bin266	bin267	bin268	bin269	bin270	bin271	bin272	bin273	bin274	bin275	bin276	bin277	bin278	bin279	bin280	bin281	bin282	bin283	bin284	bin285	bin286	bin287	bin288	bin289	bin290	bin291	bin292	bin293	bin294	bin295	bin296	bin297	bin298	bin299	bin300	bin301	bin302	bin303	bin304	bin305	bin306	bin307	bin308	bin309	bin310	bin311	bin312	bin313	bin314	bin315	bin316	bin317	bin318	bin319	bin320	bin321	bin322	bin323	bin324	bin325	bin326	bin327	bin328	bin329	bin330	bin331	bin332	bin333	bin334	bin335	bin336	bin337	bin338	bin339	bin340	bin341	bin342	bin343	bin344	bin345	bin346	bin347	bin348	bin349	bin350	bin351	bin352	bin353	bin354	bin355	bin356	bin357	bin358	bin359	bin360	bin361	bin362	bin363	bin364	bin365	bin366	bin367	bin368	bin369	bin370	bin371	bin372	bin373	bin374	bin375	bin376	bin377	bin378	bin379	bin380	bin381	bin382	bin383	bin384	bin385	bin386	bin387	bin388	bin389	bin390	bin391	bin392	bin393	bin394	bin395	bin396	bin397	bin398	bin399	bin400	bin401
CbMPDiCbraya	site	CO	HeS	0	0	0	0	0	0	0	0	0	0	0	8.70142207498916e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.88718740849467e-06	0	0	0	0	0	0	0	7.62221026428957e-06	0	0	0	0	0	0	6.81948913076486e-05	0	0	0	0	0	8.40559111713587e-05	0	1.15875074984272e-05	0	0	0	0.000299033247695322	0	4.95036673152905e-06	0	2.70906737729144e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176782264843097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000134312457910792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54433476235777e-06	0	0	0	0	0	7.13542571605316e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64838687840211e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32672789272625e-06	0	1.47679281743264e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83757458738141e-06	0	0	0	0	0	0	0	2.15219998343353e-05	0	0	0	5.05058143427342e-05	0	0	0	0	0	0	0	0	0	0	0	6.39496568359021e-05	0	0	0	0	0	0	0	0	0	3.21080190658438e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.26729317645714e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010061509634983	0	0	0	0	0	0	0.000969898574585624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CbMPDiCbraya	site	CO	HoS	0	2.4607897967391e-06	0	2.2419044829122e-06	0	3.70897042610007e-05	0.00305687845772593	0	0.000129921769063171	1.08571306715965e-05	0	0	0	0.00186832856881035	0	0.000256921498846085	0.0123437454994269	0.00417694581066036	0	4.22077913434787e-05	0	0	0	0	0.000269330348479981	4.52484183022969e-06	0	0.000432707576447558	0	0	9.7431920214225e-06	0	0.00281104192030818	0	0.00168391178589771	0	0	0.0016307084572425	0	0	5.45164101548261e-05	5.24803880344608e-06	0.000144731677858172	6.93808368492495e-05	0.00382549894330813	0.000217244964974287	1.69370042469886e-06	0	9.84317912085404e-06	0	0.000228755863704514	0	0.00171299240591309	0	0	0	0.0125971003369988	0	0	2.41494378453605e-05	4.16668730865054e-06	0.000739025970659093	0	0.000258933357945704	0	0	0	0	0	0	0	0	0.00483185635041158	0.00194841000638743	0	0.000131472455652962	0.00409903463041253	0	0	0	0	0	0	0.0014775394209166	0.0029622476159003	0.0057702354191234	0.000973723021980989	0.000267207165503495	1.33555529266632e-05	0	0	0	0	0	0.00469935759987298	0	0	0	0	0.00250219989145742	0.000202964352150281	0.00574582326625526	0.00171900285759875	4.35251660065765e-05	0.0118758546425381	0.0248122023898518	9.25307925315236e-07	2.40254938226282e-06	0.000108460329453404	0	0.00481984822215818	3.63742252572957e-06	0	0	0.00415025487741444	0.0101050182260382	0	0.00359265489568901	0.00922450208416511	0.00431114244382354	0	0.00028756437133833	0	0	0	0	0.000174187063898668	0	0	0.00221452820226673	0.00166752452259822	0.000146018187934363	0	0	0	0	0.000860586643761379	0.000310185214900835	0	0	0.000733822339030908	0.000648044006030668	0	0	0	1.23874037973851e-05	0	5.05229091016624e-05	0.00756725314042889	0.00468201784604849	0.0001549122688792	7.19884273052257e-06	0	1.03211910311453e-05	3.02008747480257e-05	0	0	0	0.000324017959961136	0	0.00369576885198252	0.000241938111761149	0.000245927153161898	0	0	0	0	0.000764661558280226	0	0	0	0	0.000830320515267004	5.08727947466228e-05	0	0.00297754566734324	0	1.54296877658059e-05	0.000197841491102966	0.00138968263450475	7.32521345110941e-06	1.46860999276891e-06	0	0	0	0.00141606533787051	0.00203445614881387	0	0	0	0.00276979951836161	5.17423512749244e-05	0.000186685296300534	0.000176294174590806	0	0	0	0	0.000153562638754222	0	0	0	0.0012868253340602	0.00130521522732408	0.00495031174923367	0	0.0010933730153665	0	0	0	1.31771089455954e-05	0	0.000747920873177647	0.00082876715405136	0	0	0.00135170417701866	0	0.00053642148671562	0	8.38031269784584e-07	0	2.24273354331964e-06	8.06469277252043e-06	0.000315582416496716	0	0	9.45287703546159e-05	0.00286979508029091	0.000164857345263272	0	0.000655089884527724	0	8.39089651904807e-05	0	1.54778475890775e-05	0.00402180157261924	0	0	0.0109985377934368	0	0	0.000858104391891067	0	0	0.00242191459878222	0	0.00521180029278431	1.96383848696116e-06	0	0.00130234686291967	0.000414838453332905	0.00906750568387652	0	0	0.00120394209215794	0	0.00138738114015885	0.000163903246436976	0	0	0.00251129742172209	0	0	1.13373884929315e-05	0.000163674757620329	3.71578742143544e-05	4.74201275895098e-05	6.34617447587036e-05	0	0	5.47882704465068e-05	0.000272063380837447	1.84369208121088e-05	1.61830151108115e-05	2.58911841961883e-05	0	0	0	0	0.000347748306636594	0.00334247735387319	0	6.24630362816558e-05	0.00193069309507039	0	0	0	0.00213381441038851	0	0	0	0	0.00187530991437249	0.000531459343846601	0	0	0.000214126612599559	0	0.00337201258187959	3.46372618841617e-05	0.00125534402916233	0	0.000209677747186637	0	0.000461462814197863	0	2.63684961586676e-05	0	3.94334917715466e-05	0	0	0	4.35049709098455e-05	2.99375826348784e-05	5.19807657125509e-06	0.000449655018647106	9.94951190468478e-05	0	0	7.96672238732844e-06	0	6.30777587128546e-05	0	0	0.000166005094887375	0	2.03915996013352e-05	0.0029990114502786	0.000643959371134994	8.39557405597994e-05	5.47784794198817e-05	0	0.00321569054754596	0.000993997007941776	0.00345020461380704	1.83078593604958e-05	0.00127596398991492	0.00018722894204936	0.00095792063456502	0	0.00564346275898054	0	0	0.00132956882779209	5.50078922392361e-06	0.00290927032990473	0.00115187963334704	0.00193277675298382	0.000109372778292954	0	0	0	1.85089220409962e-06	0	0	0	0.000327007579861348	0.0024919585289638	0	0	0	0.00435817363232145	0	0.000542240564424705	0.000385483406093443	0	0	0.0057862602025866	0.00628881552293812	0.00179262423095527	0	0	5.75679407359821e-05	0	0	6.28573838378311e-05	4.90866479941393e-05	0	0	0	0	6.94787279701292e-05	0	4.92521343402667e-05	0	1.15096047450415e-05	0	3.56704098705982e-05	0	0	1.00060413448521e-05	0	0	0	0	0	0.0104507126252662	0.00597815678106056	0	0.0123082770612884
CbMPDiCbraya	site	CO	DL	8.45618748396501e-05	0	0	0	0.000131456660735554	0	0	0	0	0.000104107025687319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000211844661794057	0	0	0	0	0	6.82266875075193e-06	0	0	0	0	0	0	0	0.000121782925164177	0	0	0	0	0	0	0	0	0	0.000170746487245942	0.000160659728703936	4.04376272726628e-05	8.47748207082973e-05	0	6.33448305913747e-05	4.63608158689367e-05	0.00145159791309128	0.000152806701420877	6.35813435567489e-05	4.94318868818697e-05	0	4.15924646873122e-06	0	0	0	0	0	0	0	0	0.00187970040170724	0.000565085919269128	0.00013245522092907	0	0	0	0	0	0	8.62463474098696e-05	0	0	0	0.000181704048808497	0.000668126891053449	0	0.00330377311576058	0.00711077166949601	0.00124297024268127	0.00165479125166709	0.00788662330405232	0	0.000437773866670214	0	0.000134750837020821	0	0	0.00108100280101713	0	0	5.8808369430989e-05	0	0	0	0	7.31594536854254e-05	0	0	0	0	0	0	0	0.000368933009373364	0	0	0	0	0	0	0	0	0	0	0.00065722306705379	0	0	0.0149974705277862	0	0	0	0.00371607327002302	8.98786436323488e-05	0	0.000105224984373127	0.00830588482616464	0	0	0	0	0	0	6.71901386183236e-05	0	5.40352292501191e-05	4.77187788671624e-05	0	5.65358586946944e-05	0	0	0	4.93232967170167e-05	0	0	7.24823763467122e-05	0	1.51999518026185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45443995692356e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120490081581841	0	0.00345523374451239	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3467675349032e-05	0	0.001337687075033	0	0	0	0	0	0	0	0	0	0.0101266809418084	0	0	0	0	0	0	0	0	0.00215470215858822	0	0	0	0	0	0	0.00732798546787748	0	0	0	8.28507407037835e-05	0	0.0116893551660721	0.00736509301077262	0	0	5.33140306803518e-06	0	0	0	2.63095020474302e-05	0	0	0	6.23822903555222e-05	0.000188194719275074	0	5.00747657332563e-05	0	0.000325764772418768	0	0	0	0	0	0.00371080224956196	0	0	0	0	0	0	0	0	0	0	0	0	0	6.35603723158549e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000360392008644007	0.000307224434851203	0	0	0	0	0.00178236675354679	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166515854244404	0.000168611212291513	0	0	0	0	0	0	0	0	0	0	0	0	5.58737667809851e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96709226623965e-05	0	0	0.000109714827593064	0	0	0	0	0	0	0	0	0	0	0	0	0
CbMPDiCbraya	site	CO	HD	0	8.3595325169381e-06	0	0	0	1.98796775024524e-05	0	0.0104549538987529	0	7.52061896657979e-05	0.000205671100783826	0.000221142886573003	0	0	5.96607705299907e-05	0.00737065715641769	0.000329331419995391	0	0.00015900598245677	0.00136333503037455	0.000907548529241703	0.00253605822689675	0	3.83235735965907e-06	0.000323035194722777	3.52270977139278e-05	0	4.87048850074388e-05	0.00127160506681576	0.000391683583093432	8.93653490042647e-05	0.000811201146925604	0.000973090906652702	0	0	0.00038945247531403	2.34341975923341e-05	0	0.000424621523165794	0	0.000508218442507771	2.51875180390322e-05	8.49795558595525e-06	0.000135444165816101	0	4.96091543049264e-05	3.05344153444676e-05	2.88840194804734e-06	3.00316445946633e-05	0.000110949874024984	0.000218452578801373	5.99511226330076e-05	0	0.000721746784387745	0.000117714770694498	0.000430827749464396	0	0	0	0	0	0	0	5.41525273915838e-05	0	0	9.6663044975667e-06	2.40446996003354e-06	1.41885921725468e-05	0	6.07687803136099e-05	8.05157518015731e-05	0	0	0.000742447577053685	0.000341279694817215	0	0.000152984117348211	0	0.000209460366022983	0	0.00510358503662974	0.00106730228237464	4.23619774196022e-05	0	0	0	0	0.000128689628842748	0.000927524070231234	0.000995746808201361	0.000107858756538453	0.000623304482875312	0.000881672295746513	0	0.000476162455059408	0	0	0	7.06643286460799e-05	0	0	6.49479441905354e-05	0.000492325581278494	0	0	0	5.46452047881635e-06	1.47933007085958e-05	0.000339739201279317	0	0.000110151184740025	1.07183917765374e-05	8.15216185693112e-06	0	0	0.000154757610013208	0	0	0	0	2.72139142768509e-05	0.0011876069503532	0.000271400915040635	0.00417266909980665	0.000566552666923128	0.00114600937778437	0.000871922619808238	0.00521996485331388	0	0.00206567391237015	0.000413474206282506	0.000487313962713554	0.00696074062068907	0.000887016128056382	0.00071291916320334	0.000127846780984049	0.000775642375576014	0.0013432070810927	0	0.000621208287342892	0.000653056033687037	7.46312870287583e-05	0.00137237106837907	0.00520803804280968	2.95943145468347e-05	0.00144128400268601	0.000108690400076098	0	0.000873517928765976	4.83939728785942e-05	1.60108486534094e-05	3.19930629684737e-06	0	4.33391054569585e-06	0	0.000684185123840411	0.000102735331306396	0.000112630427247292	0	0.0022005346841795	1.10349480679307e-05	0	0.000320726952839564	0	5.21341119674193e-05	0.00155412103073455	0.000156453916514055	0.000585750289046657	0.000480952953248432	0.00017626400805182	0.000177244252860998	0.000506373028673209	9.71008802699859e-05	0.000221161690117983	0	0.000156151224258628	0.000123719090741346	4.41664436176957e-05	0.000345977768391386	0.000189299363184516	1.05560082680843e-05	0.000164031457091799	0.000339470226211117	0.000102826061799222	0.0032294468866901	0	0.000441436189185064	0.00161501149062073	0.000520270465703182	0	2.77307719855416e-05	0	1.71916286799772e-05	0	1.97758319395365e-05	0.000218429176663756	0.0009133706138494	5.04122438592597e-06	0.000409379284772392	0.000627994004095337	0.000981814473451099	0.000371992083754906	0	0	0.000443481430285664	0.00189519816808076	0.000420211909466733	0.0020285865374048	3.62603809205054e-05	0.000183037440328895	7.47131368438064e-05	0.000199158706712417	0.000402219242567094	0.000717287367271077	0.000475836837985169	0	0.00149027338048616	0.000471449693905473	0.000170483016323646	4.792117450976e-06	0.000781882516093623	1.34495628653838e-05	0.00014961817251313	2.86254344587735e-05	3.9655927606908e-05	0.00458880301714575	0.000113420861466393	0	6.0348922356798e-05	0.000156633511626591	0	0.000155196700012187	9.71346219832578e-05	0.000249558134763852	8.46463758068548e-05	0	0	0.000798746907904469	0	0.000969156825173264	5.0050405556336e-05	0.000212421814834967	0.00246862609276342	0.00158651119447356	0	0.000241611766503166	0.000249809654345143	2.75887235674499e-05	0.000382589436804456	0	0.00425092486037558	0	0	0.000922310728572746	0.000130965597486247	1.53053041834478e-05	0	0	0.000235995794452993	0	0	0	0	3.06616932167161e-05	7.59791412064341e-06	0	0	2.64373766504686e-05	1.53325039881136e-05	2.60190199196859e-06	4.04312020606308e-06	3.8230984424562e-05	0.000124844044536023	0	7.83274007689994e-06	0.000252401939422219	0.000209475358218034	0.000129690996608852	0.0001880957000166	0.00162799462983307	0.00017218423980852	0.00130597877137643	3.28727169876304e-05	6.16645343191594e-05	7.66528812836507e-05	0.000150379783087088	0.000156041304468703	0	0.00286751161105914	0.000193460538036828	0.00102695012733386	0.000207988525730383	0	0.000184136571764111	0	0	0.0012631110847173	0.000916658845942291	0	0.000121933411254139	0.000904195645995836	0.000250271412652582	0	0	0	0.000664715915163121	0.000440605304006296	2.28562916455602e-05	1.22004871171058e-05	0.0004216126465473	0.00014748205423538	0.000211689212615858	6.93627237663033e-05	7.63404665696638e-05	3.49863677724261e-05	0	0.000529746713436788	0.000184550295961362	0.000381642624028135	0.000202046898583308	7.25910602311744e-05	0.000409442593939378	0.000170383629828146	0.000591693202377952	2.81450311942772e-06	0	0	0	0.000268645548869047	0.000393736953029163	7.88662221519244e-05	0	0	0	0.000175247661412658	1.44397896667463e-05	0.000288599776804839	0.000295802869385462	0	0.00166957641686952	0.000418445969661236	0.000188410710822216	0.00102225449398061	0	3.68894536987695e-05	0	0.000549525014728353	0.00156332071759779	0.000859471221160356	0.00236685391746703	0.00515609165491772	0.00276720217187279	0	0	1.08713156370255e-05	0.000121833166546507	6.85989725850089e-05	0	0.000519058241868437	0	3.12902400275563e-06	0	0	0	0.000454858701112559	0.000410240481501324	0.000200922526449172	0	0	0	3.83713219610069e-05	0	0.000695468891548004	0	4.40323112991528e-05	0	4.80769909148042e-05	2.60341553122913e-05	6.37685730966381e-05	2.44442329235062e-05	8.0978747178573e-06	0.000388667315998674	3.26323135548448e-05	0	6.29487096151321e-05	9.12798647753029e-06	4.49804712197227e-06	4.1931603300261e-05	0.00151515415303212	0.00516600723505364	8.0719841234e-06	0.00331577679475355	0.000225753804242248	3.87667037166915e-05	0.00140882191564094	0.00632449156807436	0	0	0.00198289070247596	0
CbMPDiCbraya	site	CO	DR	0.000158567605443058	7.69282780978336e-05	0.000103079151771746	7.7981250573202e-05	0.000120880109360545	0.000244215305178053	0	0.00626984901048682	0.000115727348900183	0.000217251742544431	8.88375955434884e-05	0.000172604034679774	0	0	8.48298920463405e-05	0.000306147585805955	0	0	0.000691141699442548	0	0	0.000305082905247264	0	0	0	0	0	1.67695253751841e-05	0.000945898103514116	0.000636460798678942	0	0	0.0010244452082206	0.000392773754836235	5.85247518112991e-05	9.83869646214624e-05	0.000560227431912336	0	0.000258841263880791	9.27861921805263e-05	2.53201827523476e-05	9.27024357693092e-05	2.88855608193574e-05	0	0	0	1.4732877857931e-05	0.000122529237568541	1.37523604788142e-05	0.000102885384582916	7.80901856806196e-05	0	0.000161164972009179	3.41500537668219e-05	0.000147460446424023	0.000547214870086313	0	0.000146592006410554	0.000449387640957285	0.00085619432857057	0.000155682647289521	0.000453026710169788	0.000102101652024119	0.000519148078933017	0.000335022496922221	0.000371899917492339	0.000208594470735457	7.78814183895883e-05	0.000126815791565894	4.26983986631457e-05	0.000220909740516331	0.000616591501420185	0	0.000102467276715396	0.000269805343486011	3.83835534265014e-05	0	0.00255324748901335	0.00157954053479109	0.00719723504010712	0.00280479407512209	0.00255369733976539	0	0	0	0	0	0.00221225857000155	0.000175257135453114	0.00345089370616256	0.00537163190660656	0.00110454536705395	0.00127403058721187	0.000193052024947302	0.00279124107355357	0.00340703173492773	0.000788162435289237	0.000262349341762233	0.00083517972359066	0.0037567630013673	0.000345730694981434	0	0.000897405953992008	0.00044880711853287	0	0.00416349569407083	4.77900541203864e-05	1.72841504320617e-05	6.00983426660181e-05	0.0013399942010789	0.000355200880471011	0.000110941344509444	0.000112232367475756	0.00013664136777875	0	0	0.00518186313691596	0	0	0.00759895946183805	0.00176585658124047	0.000245177571350651	0.00150657558197583	1.29612433519515e-05	0.000164129731565278	0.000328456976722804	0.00361673155078863	7.38885335987354e-05	0	0	0.000136789749667494	0.00486612879207359	0.00272249203543788	0.000244773302188295	0.00126803469632041	0.00842434037235678	0.000107922365007751	0	0.000519326235005286	0.000902760697421129	0.000198947241589268	0.000358565447145706	0.000928205648451653	0.0026792668006543	0.00791298110333488	0	0.00116060681803016	3.04651709562603e-05	0	0.00556130315571051	0.00120550755080353	0.000120735462063686	0.000190733138535388	4.84753498470894e-05	0.000138249262942436	0.00102926123180301	0.000201103004106516	0.000614674530868419	0.000165699336994769	0.00145416116348932	0	2.99782758951848e-05	0.000217406562442695	0.000644297943767406	0.000308203893407537	0.00116257216007201	0.000507091357619074	0.000652853179512575	0.000409216266904761	0.000571513163400597	0.000222469813563117	0.000351041416606448	0	0.000184346283054982	0.000393032218308326	0	0.000138321109250168	0.000112153226969538	1.33502737938065e-05	0	6.85622701442558e-05	0	0.000244032434840984	0	0.000325507581216302	0.00244568040975393	0	0.00032913584797998	0	0	0	5.25748982815561e-05	0.000204050362046843	0.000235427577747448	0.000338720177502278	0.00037205452925436	0.000628018995050185	0.000795674154695425	0.0001032305057203	0.000147698004428495	0.00026909149663074	0	0.000731133614169147	0	0	0.00164907312553686	0.00224337034638064	0	0.0096028490102656	0.00113117774254853	0.000330997434646033	0.00179129901569482	9.51117938486048e-05	0.00317723199397137	0.00128728975105324	0.00069392791348493	0	0.000953809616919354	0.00111144431230192	0.000485935338354773	6.66021040994538e-05	0.000659759507230949	8.4267134805694e-05	7.15547874848519e-05	0.000133322304418262	0.000595597051973676	0.00365769474042864	0.00200949294117912	0	0.000181259728891641	0.000339260754580308	5.03236657386648e-05	0.000289866779617927	0.000155687325684453	1.31173090457846e-05	0	0.00612408488102588	0.00445870187754922	0.0126199999464118	0	0.00471799661063628	7.87370386500562e-05	0.000367433703975898	0.00061211708732629	0.00817156549358468	0	0.00315657103408509	0	3.89687601740181e-06	0.00393841762701672	0	0.00531452766543042	0	0.00357713584520106	0.00199026438664109	0.000609283019732505	0	0.0005850406310453	0.00217546608820048	0.00445645652735084	0.00140659931543825	0	6.91789805563392e-05	7.57356004894883e-05	7.58512243714295e-05	0.000221003102239437	9.75821353955533e-05	0.000229955603140225	0.000216994190798593	0.00019997359190602	5.79322893654571e-05	0.000181793954010104	0.000502150868778263	0.000306617787158953	0.000181546098153602	0.000110733825618033	0.0003471412343689	0.000633794725638626	0.000841722068316935	0.00100059765748465	0.0085255498902378	0.00156996160469905	0.0163382410441429	0.00164720356643783	0.000167734902186909	0.000423775580654619	0.000881280211832604	0.000442087229351738	0	0.00302284859957818	0.000199499082093608	0.000276236433823267	0.00125321292997019	0	0.000633264611045836	0.000865889246810004	0.000440246098891909	0.00125604421316531	0.000375420524399476	0	9.29189380028969e-05	0.000725984336354855	0.000336581038561589	0.000402429774894854	0.000316346989884188	0.00043796002306381	0	0.000148400975010187	0	0.000121864629465213	0.000678917967867222	0.000573448018970439	9.32473978213432e-05	9.71738495364983e-05	6.81066522854089e-05	5.40359153424653e-05	0	0.000585348582435172	6.25355516165789e-05	0	9.58495444675676e-06	2.23176769091159e-05	0.000557351546631053	0.000114534696733396	0.00142631090869558	4.87934056240583e-05	0.000596498808808197	0.000192373255317057	0.000140037923870894	0.000218410323795394	0.000590131774291702	7.13394531792876e-06	0.00216655282097925	0	0.000866997878891385	0.0015589197048434	0.000112675370230022	0.000275901234701152	2.32544987572576e-05	0	0.00297980059050098	0.000521988772790346	0.000411238413761822	0.000249320017209985	0	9.52930168732783e-05	0.000455501774548924	0.00141553642375522	0	0.000525908108084465	0	0.000206005080744784	0.00275797875405386	6.8652358923645e-05	0.000268106396205488	0.000388672622177018	0.000286006577476621	1.91439158976743e-05	0	0.000667363496248987	0.00134434993768379	0.000261664670794399	0.000331570281755248	0.000222181814707305	0	7.6164423208118e-05	0.00307645097254542	0.000712298939995752	0	0.00019575000639949	0	0.000321993302543129	0.00122337844652208	0.00107763280660541	0.00189448652322097	0.000354087914837779	0.000261254337509923	0.00014351969468179	0.000495284857012365	0.000736008893079817	0.000133665442134587	0.00043392911980132	0.000294318147185796	0.00128538256815084	0.000247463375225312	0.000273936016237842	0.000446928582846697	0.000167315476859577	0.000932465441239327	6.09280436692928e-05	0.000904862722410799	0.000193662345222262	0.0064313594756921	0.00027454200991241	0.000651807233768672	0.00612442854793386	0	0	0	0.00735344530416263	0
CbMPDiCbraya	site	MRF	HeS	0	0	0	0	0	0	0	0	0.000108143850486049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55027528450072e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56641860243943e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000686278326228655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000453540131037279	0	0	0.000286210375559297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000431636710023607	0	0	0	0	0	0	0	0	0.000105459658087232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
