"SpeciesID"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Species"
"2163"	"OTU_DN_5009"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2164"	"OTU_DN_4572"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2165"	"OTU_DN_323"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2166"	"OTU_DN_8658"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2167"	"OTU_DN_4745"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2168"	"HQ119740.1.1447"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2169"	"EF516730.1.1475"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2170"	"HE653848.1.1449"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2171"	"OTU_DN_6677"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2172"	"OTU_DN_3478"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2173"	"HG529118.1.1291"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2174"	"OTU_DN_14183"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2175"	"KC551555.1.1476"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2176"	"OTU_DN_5608"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2177"	"OTU_DN_3189"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2178"	"OTU_DN_14148"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2179"	"OTU_DN_19529"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2180"	"JX133419.1.1519"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2181"	"OTU_DN_3596"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2182"	"OTU_DN_8888"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2183"	"OTU_DN_7466"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2184"	"GU444084.1.1519"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2185"	"OTU_DN_9708"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2186"	"EF516405.1.1457"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2187"	"OTU_DN_14124"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2188"	"FM209350.1.1508"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2189"	"OTU_DN_3289"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2190"	"OTU_DN_18812"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2191"	"EU134521.1.1381"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2192"	"OTU_DN_14733"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2193"	"OTU_DN_13746"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2194"	"HQ119426.1.1527"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2195"	"OTU_DN_7199"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2196"	"OTU_DN_7385"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2197"	"HM269963.1.1375"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2198"	"OTU_DN_14941"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2199"	"KF071177.1.1375"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2200"	"JQ923563.1.1516"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2201"	"FJ466056.1.1441"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2202"	"OTU_DN_4073"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2203"	"EU134392.1.1379"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2204"	"OTU_DN_2496"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2205"	"OTU_DN_2996"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2206"	"GU731342.1.1406"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2207"	"FJ466208.1.1441"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2208"	"OTU_DN_4796"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2209"	"OTU_DN_5287"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2210"	"HQ119420.1.1526"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2211"	"OTU_DN_16801"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2212"	"JF175210.1.1374"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2213"	"HM318949.1.1375"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2214"	"OTU_DN_10738"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2215"	"HQ661289.1.1478"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2216"	"OTU_DN_9153"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2217"	"KP142249.1.1483"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2218"	"OTU_DN_18983"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2219"	"OTU_DN_4356"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2220"	"OTU_DN_13342"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2221"	"OTU_DN_11147"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2222"	"OTU_DN_6325"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2223"	"OTU_DN_8662"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2224"	"OTU_DN_2660"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2225"	"OTU_DN_13545"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2226"	"JQ311876.1.1463"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2227"	"JQ978883.1.1516"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2228"	"HQ595217.1.1516"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2229"	"JX505361.1.1477"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2230"	"AJ863290.1.1477"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2231"	"JF181265.1.1375"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2232"	"EU134418.1.1258"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2233"	"OTU_DN_6571"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2234"	"OTU_DN_324"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2235"	"OTU_DN_8737"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured delta proteobacterium"
"2236"	"OTU_DN_7866"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2237"	"OTU_DN_18839"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2238"	"OTU_DN_1337"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2239"	"OTU_DN_3432"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2240"	"OTU_DN_3479"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2241"	"OTU_DN_844"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2242"	"OTU_DN_8592"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2243"	"OTU_DN_510"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2244"	"OTU_DN_3605"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2245"	"OTU_DN_14161"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2246"	"OTU_DN_6929"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2247"	"OTU_DN_3363"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2248"	"OTU_DN_4179"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2249"	"JX505271.1.1477"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2250"	"OTU_DN_2732"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2251"	"OTU_DN_16971"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2252"	"OTU_DN_7047"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2253"	"OTU_DN_4531"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2254"	"OTU_DN_12599"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2255"	"OTU_DN_2631"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2256"	"OTU_DN_6758"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2257"	"OTU_DN_7471"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2258"	"OTU_DN_19862"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2259"	"OTU_DN_6410"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2260"	"OTU_DN_18477"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2261"	"OTU_DN_2728"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2262"	"OTU_DN_9897"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2263"	"GU127731.1.1481"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2264"	"KP676451.1.1515"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2265"	"OTU_DN_8835"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured delta proteobacterium"
"2266"	"OTU_DN_16512"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2267"	"OTU_DN_13264"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2268"	"OTU_DN_3020"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2269"	"OTU_DN_9269"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2270"	"OTU_DN_3688"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2271"	"OTU_DN_10086"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2272"	"EU134534.1.1391"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2273"	"OTU_DN_14254"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2274"	"EU134511.1.1470"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2275"	"OTU_DN_4913"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2276"	"OTU_DN_2278"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2277"	"OTU_DN_3617"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2278"	"OTU_DN_8859"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2279"	"KC331384.1.1512"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2280"	"OTU_DN_3194"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2281"	"OTU_DN_1422"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2282"	"OTU_DN_7244"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2283"	"HQ121193.1.1529"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2284"	"OTU_DN_2600"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2285"	"OTU_DN_1165"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2286"	"OTU_DN_12127"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2287"	"HQ118896.1.1480"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2288"	"EU803523.1.1518"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2289"	"OTU_DN_5886"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2290"	"OTU_DN_1943"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2291"	"OTU_DN_1406"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2292"	"OTU_DN_18626"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2293"	"OTU_DN_1160"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2294"	"EF516514.1.1463"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2295"	"AY326617.1.1581"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2296"	"OTU_DN_1951"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2297"	"HM438023.1.1457"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2298"	"OTU_DN_807"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2299"	"OTU_DN_17734"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2300"	"EU134419.1.1274"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2301"	"HQ595219.1.1514"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"Ambiguous_taxa"
"2302"	"AB821166.1.1518"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2303"	"OTU_DN_3552"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2304"	"OTU_DN_1619"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2305"	"OTU_DN_12563"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2306"	"OTU_DN_8043"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2307"	"OTU_DN_12120"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured delta proteobacterium"
"2308"	"OTU_DN_13149"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2309"	"OTU_DN_16946"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2310"	"OTU_DN_16754"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2311"	"OTU_DN_10300"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2312"	"OTU_DN_15162"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2313"	"JQ923953.1.1516"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2314"	"OTU_DN_8152"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2315"	"OTU_DN_7110"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2316"	"HM308000.1.1374"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2317"	"EF516243.1.1476"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2318"	"OTU_DN_13880"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2319"	"EU283356.1.1477"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2320"	"OTU_DN_8007"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2321"	"OTU_DN_1820"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2322"	"OTU_DN_10068"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2323"	"OTU_DN_6445"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2324"	"EU134440.1.1386"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2325"	"JX489908.1.1514"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2326"	"OTU_DN_5310"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2327"	"OTU_DN_3495"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2328"	"OTU_DN_3698"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2329"	"OTU_DN_5587"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2330"	"OTU_DN_13648"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"2331"	"HQ622755.1.1514"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2332"	"OTU_DN_5403"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2333"	"JQ407906.1.1373"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2334"	"JF145327.1.1372"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2335"	"OTU_DN_2051"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2336"	"OTU_DN_4953"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2337"	"OTU_DN_15319"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2338"	"OTU_DN_5370"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2339"	"OTU_DN_6498"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2340"	"OTU_DN_7892"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2341"	"EF515884.1.1485"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
"2342"	"OTU_DN_14911"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	"uncultured bacterium"
