"SpeciesID"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Species"
"15078"	"OTU_DN_19104"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15079"	"JQ769842.1.1504"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15080"	"OTU_DN_6882"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15081"	"OTU_DN_10347"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15082"	"JF223638.1.1360"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15083"	"OTU_DN_7260"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15084"	"EU790279.1.1202"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15085"	"OTU_DN_4121"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15086"	"OTU_DN_14064"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15087"	"DQ413093.1.1459"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15088"	"OTU_DN_4679"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15089"	"OTU_DN_3751"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15090"	"OTU_DN_1827"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15091"	"OTU_DN_19054"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15092"	"OTU_DN_16976"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15093"	"OTU_DN_8431"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15094"	"OTU_DN_8872"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15095"	"OTU_DN_2495"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15096"	"OTU_DN_7917"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15097"	"OTU_DN_4338"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15098"	"OTU_DN_6172"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15099"	"OTU_DN_4718"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15100"	"OTU_DN_6895"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15101"	"OTU_DN_16818"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15102"	"JQ407996.1.1361"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15103"	"KC358004.1.1266"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15104"	"OTU_DN_14349"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	NA
"15105"	"OTU_DN_15326"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15106"	"OTU_DN_5660"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"Ambiguous_taxa"	"Ambiguous_taxa"
"15107"	"JF830159.1.1499"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15108"	"GQ340280.1.1398"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15109"	"OTU_DN_1202"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15110"	"JQ978556.1.1520"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"Ambiguous_taxa"	"Ambiguous_taxa"
"15111"	"OTU_DN_12430"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA
"15112"	"LN568371.1.1371"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15113"	"DQ337061.1.1502"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"Ambiguous_taxa"	"Ambiguous_taxa"
"15114"	"OTU_DN_1486"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15115"	"OTU_DN_7024"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15116"	"GQ264261.1.1469"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	NA	NA
"15117"	"OTU_DN_1179"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	NA	NA
"15118"	"OTU_DN_6249"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15119"	"CU927839.1.1363"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"Ambiguous_taxa"	"Ambiguous_taxa"
"15120"	"OTU_DN_5634"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"uncultured bacterium"
"15121"	"OTU_DN_7696"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"uncultured bacterium"
"15122"	"OTU_DN_10670"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA
"15123"	"OTU_DN_5597"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"X35"	NA	NA
"15124"	"OTU_DN_6424"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15125"	"OTU_DN_1942"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15126"	"OTU_DN_4398"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"uncultured bacterium"	"uncultured bacterium"
"15127"	"OTU_DN_9109"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"uncultured"	"uncultured gamma proteobacterium"	"uncultured gamma proteobacterium"
"15128"	"OTU_DN_7242"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"uncultured"	"uncultured gamma proteobacterium"	"uncultured gamma proteobacterium"
"15129"	"HQ118883.1.1376"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"CrystalBog021C3"	"uncultured bacterium"
"15130"	"OTU_DN_18309"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"uncultured bacterium"
"15131"	"EU131042.1.1470"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	NA
"15132"	"JN217067.1.1494"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"uncultured Methylobacter sp."
"15133"	"AJ868427.1.1442"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	NA
"15134"	"OTU_DN_17945"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"JTB255 marine benthic group"	"uncultured bacterium"
"15135"	"OTU_DN_17008"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"uncultured bacterium"
"15136"	"EU134786.1.1349"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"uncultured bacterium"
"15137"	"EU134751.1.1326"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	NA
"15138"	"OTU_DN_18781"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"uncultured bacterium"
"15139"	"JF703341.1.1433"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	NA
"15140"	"OTU_DN_13963"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"uncultured bacterium"
"15141"	"OTU_DN_2482"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"uncultured bacterium"
"15142"	"OTU_DN_3756"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"uncultured bacterium"
"15143"	"OTU_DN_2765"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"uncultured bacterium"
"15144"	"JF266291.1.1354"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"uncultured bacterium"
"15145"	"JF833507.1.1500"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	NA
"15146"	"OTU_DN_1116"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	NA
"15147"	"OTU_DN_1343"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"uncultured bacterium"
"15148"	"EU134772.1.1359"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"uncultured bacterium"
"15149"	"OTU_DN_3075"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	NA
"15150"	"OTU_DN_1023"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"uncultured bacterium"
"15151"	"OTU_DN_15528"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	NA
"15152"	"OTU_DN_15442"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15153"	"OTU_DN_6384"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15154"	"AM935536.1.1380"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15155"	"EF032748.1.1483"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15156"	"OTU_DN_15880"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15157"	"HQ864159.1.1525"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15158"	"OTU_DN_19762"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15159"	"JF796753.1.1381"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15160"	"EU132536.1.1439"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15161"	"EU134445.1.1382"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15162"	"OTU_DN_4283"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15163"	"EU134516.1.1374"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15164"	"OTU_DN_5743"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15165"	"HM445001.1.1301"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15166"	"JF218655.1.1381"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15167"	"OTU_DN_8715"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15168"	"OTU_DN_7857"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15169"	"FJ152858.1.1517"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15170"	"KJ192033.1.1521"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15171"	"HM270382.1.1381"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15172"	"JQ675481.1.1314"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15173"	"HQ864201.1.1529"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15174"	"OTU_DN_16125"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15175"	"OTU_DN_5226"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15176"	"OTU_DN_7196"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"Ambiguous_taxa"
"15177"	"HQ190315.1.1534"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15178"	"JQ427503.1.1514"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"Ambiguous_taxa"
"15179"	"OTU_DN_9491"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15180"	"AB240371.1.1518"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15181"	"EU134382.1.1386"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15182"	"FR687509.1.1518"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15183"	"OTU_DN_14442"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15184"	"OTU_DN_5870"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15185"	"AM935978.1.1379"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15186"	"OTU_DN_4189"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15187"	"HM780066.1.1538"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15188"	"OTU_DN_14235"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15189"	"EU881148.1.1497"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15190"	"FJ716041.1.1439"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15191"	"EF019335.1.1377"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15192"	"OTU_DN_7241"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"Ambiguous_taxa"
"15193"	"OTU_DN_11148"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15194"	"OTU_DN_12495"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15195"	"OTU_DN_10853"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15196"	"OTU_DN_13221"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15197"	"FJ936894.1.1517"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15198"	"EF019476.1.1407"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15199"	"OTU_DN_481"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15200"	"OTU_DN_12955"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15201"	"FJ889273.1.1511"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	NA
"15202"	"FJ889274.1.1512"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15203"	"FJ538137.1.1455"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15204"	"AJ518795.1.1317"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"Ambiguous_taxa"
"15205"	"KF712741.1.1521"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"uncultured bacterium"
"15206"	"HM069111.1.1518"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15207"	"HM186361.1.1392"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"Ambiguous_taxa"
"15208"	"AF234748.1.1555"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15209"	"JN607012.1.1383"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15210"	"LN563588.1.1366"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15211"	"JN038635.1.1518"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15212"	"EF032749.1.1484"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15213"	"OTU_DN_3518"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"Ambiguous_taxa"
"15214"	"EF018554.1.1407"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"Ambiguous_taxa"
"15215"	"OTU_DN_1532"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"Ambiguous_taxa"
"15216"	"OTU_DN_12245"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15217"	"AF407700.1.1564"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15218"	"FJ936857.1.1507"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15219"	"GQ500719.1.1523"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15220"	"JX222547.1.1521"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15221"	"HQ721122.1.1381"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"Ambiguous_taxa"
"15222"	"OTU_DN_1823"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15223"	"FJ516992.1.1523"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15224"	"AB630765.1.1482"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15225"	"OTU_DN_7593"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15226"	"OTU_DN_11620"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15227"	"HM444992.1.1380"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15228"	"OTU_DN_9717"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15229"	"OTU_DN_15616"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15230"	"OTU_DN_10999"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15231"	"OTU_DN_2723"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15232"	"OTU_DN_3025"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15233"	"OTU_DN_1783"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15234"	"FQ660526.1.1379"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15235"	"JN825518.1.1375"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15236"	"OTU_DN_4540"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15237"	"OTU_DN_7902"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15238"	"OTU_DN_8436"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15239"	"JQ427821.1.1512"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15240"	"EF019898.1.1408"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15241"	"AB630478.1.1487"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15242"	"EA273515.1.1300"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15243"	"KC437136.1.1286"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	NA
"15244"	"GQ406162.1.1533"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured delta proteobacterium"
"15245"	"OTU_DN_14109"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured delta proteobacterium"
"15246"	"EA273518.1.1307"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"Ambiguous_taxa"
"15247"	"OTU_DN_15402"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"Ambiguous_taxa"
"15248"	"AJ441236.1.1456"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured delta proteobacterium"
"15249"	"OTU_DN_3252"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15250"	"OTU_DN_6263"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured delta proteobacterium"
"15251"	"GU208395.1.1464"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15252"	"FJ592581.1.1414"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
"15253"	"OTU_DN_5770"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"uncultured bacterium"
