	ERR2092865	ERR2092866	ERR2092867	ERR2092868	ERR2092869	ERR2092870	ERR2092871	ERR2092872	ERR2092873	ERR2092874	ERR2092875	ERR2092876	ERR2092877	ERR2092878	ERR2092879	ERR2092880	ERR2092881	ERR2092882	ERR2092883	ERR2092884	ERR2092885	ERR2092886	ERR2092887	ERR2092888	ERR2092889	ERR2092890	ERR2092891	ERR2092892	ERR2092893	ERR2092894	ERR2092895	ERR2092896	ERR2092897	ERR2092898	ERR2092899	ERR2092900	ERR2523251	ERR2523252	ERR2523253	ERR2523254	ERR2523255	ERR2523256	ERR2523257	ERR2523258	ERR2523259	ERR2523260	ERR2523261	ERR2523262	ERR2523263	ERR2523264	ERR2523265	ERR2523266	ERR2523267	ERR2523268	ERR2523269	ERR2523270	ERR2523271	ERR2523272	ERR2523273	ERR2523274	ERR2523275	ERR2523276	ERR2523277	ERR2523278	ERR2523279	ERR2523280
FJ478564.1.1446	17	37	5	12	49	22	20	6	33	5	32	28	27	23	27	15	61	7	29	29	14	22	25	25	31	11	6	87	16	45	24	25	82	67	56	69	102	86	81	81	34	19	55	31	27	64	44	44	80	34	57	52	85	30	60	56	42	36	52	66	38	55	53	38	51	45
OTU_dn_4623	1	1	0	0	0	2	0	1	3	0	6	0	2	2	1	2	1	1	0	0	0	1	0	0	1	2	1	0	3	0	0	2	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3564	1	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3904	1	1	0	1	2	0	1	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF516150.1.1427	1	3	2	8	2	1	3	2	6	2	0	1	5	5	4	1	4	1	8	2	4	3	2	4	0	4	3	1	5	5	2	5	3	3	4	5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
FM213003.1.1476	3	13	78	2	1	1	1	1	1	5	4	4	12	1	1	8	5	8	1	6	1	3	4	8	14	2	5	6	3	4	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ697544.1.1494	1	6	2	3	11	5	1	5	3	2	3	3	1	7	5	1	7	3	7	9	4	5	2	0	3	5	5	2	3	4	0	0	6	10	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1078	24	12	6	24	25	22	10	10	4	18	4	4	18	0	2	1	0	14	2	4	5	1	9	0	1	0	4	0	0	2	1	5	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3620	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	2	0	1	0	2	2	2	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
JN023516.1.1437	1	3	1	3	0	0	1	2	1	0	0	1	1	1	2	22	3	3	2	3	5	0	1	3	6	0	2	0	3	1	0	5	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	3	0	2	1	1	0	0	1	1	1	0	0	3	0	2	0
OTU_dn_9667	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ128802.1.1430	2	4	1	0	3	2	6	1	0	4	9	3	1	2	6	2	8	1	2	6	2	2	1	5	3	2	0	0	5	9	1	3	5	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ697568.1.1484	2	10	1	3	9	3	10	7	7	4	12	7	4	7	5	18	23	7	3	12	3	7	2	5	17	6	6	6	10	8	8	9	10	4	1	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP007139.874290.875772	5	5	0	3	0	0	1	3	1	1	2	0	0	3	1	4	0	2	0	1	1	0	0	1	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ500872.1.1453	6	5	4	6	35	9	10	5	14	5	15	7	9	0	5	41	15	2	10	7	3	3	11	12	57	5	3	13	7	18	2	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3006	1	3	0	2	4	0	2	0	0	0	0	0	1	0	0	0	0	2	1	1	1	0	2	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5687	3	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF494321.1.1520	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CU921962.1.1306	6	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	2	2	0	3	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ318943.1.1486	6	5	2	8	4	6	7	2	5	1	4	12	4	9	7	3	5	2	10	6	7	1	6	2	3	3	4	0	2	2	2	3	2	8	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ599031.1.1456	2	0	1	2	3	0	0	0	1	3	1	0	3	4	3	0	1	0	5	0	0	2	2	0	0	0	4	8	3	1	0	3	5	6	0	1	5	5	8	2	15	10	25	11	9	34	25	16	55	36	31	30	36	30	39	21	15	13	42	18	15	35	25	6	5	7
OTU_dn_609	1	6	2	2	5	0	16	2	8	8	3	1	0	1	8	1	1	1	4	0	7	1	7	7	2	2	4	19	4	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB084253.1.1480	9	2	47	59	0	24	3	0	3	2	4	1	1	0	2	0	0	5	0	0	17	0	13	9	0	0	7	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001349.209967.211438	3	8	0	14	3	3	6	1	2	1	3	1	5	1	2	14	2	2	2	4	3	0	4	6	13	0	1	0	1	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HM062458.1.1420	14	17	19	14	23	38	37	23	34	39	38	32	46	36	37	32	29	23	46	39	47	36	47	38	30	37	29	37	37	40	42	38	68	76	28	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LN563430.1.1371	2	6	6	3	0	2	2	2	6	0	14	1	1	14	2	5	11	4	7	3	5	3	7	8	17	9	6	21	2	4	6	6	56	21	21	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN245779.1.1478	10	6	6	3	3	6	6	4	10	10	2	3	6	3	9	6	5	8	2	6	6	7	6	11	5	5	10	1	7	0	4	4	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	1	2	0	0	0	0	0	0	0	0	1	1	2	0	0
OTU_dn_1890	1	0	0	0	0	1	2	0	1	1	0	0	2	0	1	0	2	0	1	0	2	1	4	0	1	0	1	0	0	0	2	0	3	4	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ588870.1.1513	2	0	0	0	0	3	0	0	0	0	2	0	0	2	1	2	0	0	2	0	1	4	1	0	2	1	3	0	0	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ337405.1.1436	11	1	0	10	3	1	1	0	0	10	1	0	3	2	1	4	0	9	0	0	0	0	0	1	2	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
JF218307.1.1354	8	49	4	12	30	51	39	8	62	36	59	60	56	30	60	82	78	14	69	40	35	20	81	59	55	28	57	65	63	43	36	75	6	11	6	13	0	0	1	2	18	46	15	33	12	58	17	7	70	33	68	107	33	20	12	11	12	30	38	7	16	37	42	3	18	9
OTU_dn_8092	1	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_883	9	5	0	17	1	1	2	1	0	4	1	0	2	2	0	0	0	0	0	0	1	0	7	0	0	0	1	4	0	0	1	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_764	1	8	2	4	3	6	13	3	2	7	3	3	12	0	5	3	5	3	0	5	2	1	5	2	4	1	3	11	3	6	0	6	6	8	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ598680.1.1436	9	12	7	2	9	7	1	2	5	4	3	6	3	6	7	3	10	6	3	3	4	6	4	2	1	7	8	2	4	4	8	7	19	25	14	17	0	5	3	1	10	4	12	8	11	6	9	20	8	7	8	9	9	4	9	8	16	6	6	2	0	3	10	3	6	5
OTU_dn_8950	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2696	13	1	0	9	0	0	0	0	0	0	6	0	0	1	0	1	0	2	0	0	0	0	2	0	0	0	3	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU134983.1.1455	9	35	3	16	59	39	52	11	40	12	23	24	42	42	44	20	44	9	44	20	21	38	20	27	22	15	29	28	20	23	42	27	19	10	28	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JX898166.1.1518	2	3	4	4	0	4	4	6	5	3	1	3	6	2	0	2	2	10	1	0	7	2	2	0	8	1	8	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_9471	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2822	4	0	5	0	3	1	0	0	4	5	1	1	2	1	2	2	1	3	2	1	11	0	2	6	0	1	1	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2122	2	2	1	7	2	0	0	1	0	0	3	0	0	0	0	2	1	3	1	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_6858	3	36	139	3	31	82	31	31	52	90	15	41	58	28	20	9	21	61	56	38	36	19	15	11	34	90	31	10	11	13	26	37	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0
OTU_dn_10820	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_9034	2	9	2	5	19	6	6	3	21	3	13	22	13	1	10	52	19	1	27	11	11	4	13	10	49	7	6	4	7	8	7	40	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU179790.1.1392	16	61	33	24	28	62	57	46	50	84	50	71	64	13	35	25	46	87	54	49	43	32	101	30	35	43	68	58	33	21	37	28	16	27	6	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR691527.1.1464	4	0	0	10	0	1	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	5	0	1	0	0	3	0	0	1	0	0	0	0	0	0	2	1	0	1	1	0	0	3	0	0	0
EU134129.1.1271	7	1	0	3	0	0	0	0	0	3	0	0	0	0	0	1	2	0	0	1	1	0	2	2	1	1	0	1	1	0	0	0	6	3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU135378.1.1371	2	5	0	4	2	0	3	0	5	3	6	1	4	2	3	1	4	4	5	4	4	2	2	2	7	0	1	5	2	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FQ659689.1.1334	4	3	0	3	2	0	2	2	2	2	0	1	1	3	1	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	1	0	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU132257.1.1353	1	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ003414.1.1487	1	1	0	4	1	1	4	0	5	0	4	2	0	5	2	3	4	0	6	5	0	5	1	10	1	1	2	4	1	0	4	3	1	3	1	4	3	0	1	1	0	0	1	0	0	2	0	0	0	3	1	0	5	2	1	0	0	0	6	0	0	1	0	1	2	0
EF018382.1.1327	3	0	0	2	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	6	12	7	0	0	0	0	0	0	0	4	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0
HQ597917.1.1509	4	1	1	1	1	1	1	0	5	1	14	2	2	13	3	2	5	1	7	6	4	2	4	6	1	6	2	1	3	6	3	7	88	28	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM263359.1.1334	2	0	4	6	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0	3	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF105515.1.1335	1	0	1	2	0	4	0	3	0	4	2	2	2	0	1	1	1	3	0	2	3	1	0	1	1	1	2	3	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_dn_5945	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1858	2	7	0	1	3	3	3	3	2	2	0	0	1	0	1	0	1	0	2	0	1	1	2	2	1	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_7303	3	4	1	4	4	3	0	1	1	3	2	2	6	4	3	1	0	1	6	2	2	2	5	1	1	4	2	0	7	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FQ659747.1.1359	8	29	9	9	12	27	26	17	25	25	25	13	26	23	18	9	49	16	18	20	20	14	18	28	37	19	20	39	17	30	31	25	40	15	25	28	1	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
JX133595.1.1469	1	2	0	0	0	1	2	0	1	4	2	2	2	2	1	4	1	1	2	1	4	2	1	1	0	1	2	0	2	0	1	0	1	2	1	0	1	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	1	0
DQ450727.1.1290	3	9	1	3	6	2	2	1	7	3	1	5	5	8	5	7	5	2	8	5	4	1	7	2	1	3	5	12	5	6	5	7	15	8	11	13	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0
JQ793380.1.1483	4	33	5	8	1	79	35	6	89	25	101	67	31	73	125	66	57	7	90	35	178	51	291	107	100	83	226	70	158	126	56	19	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN560865.1.1318	2	2	0	2	0	4	5	3	3	1	6	12	0	3	4	0	2	3	1	4	10	4	3	3	4	5	5	8	16	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAZZ01027523.142.1579	3	2	5	0	0	5	3	0	2	2	18	7	7	17	16	8	6	3	3	0	17	0	11	7	11	22	8	3	14	46	5	1	0	0	0	0	0	0	0	0	6	7	3	15	1	0	5	2	8	7	9	2	9	6	0	1	7	2	2	11	13	5	2	1	3	2
OTU_dn_779	3	5	1	5	2	5	6	2	4	1	0	6	4	4	6	1	0	1	4	1	5	4	3	2	3	0	0	0	4	0	2	6	4	3	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY922148.1.1408	3	1	1	6	2	2	7	0	7	0	7	4	4	10	8	1	6	3	4	1	6	2	6	4	3	1	10	5	2	3	5	5	15	3	8	18	2	1	1	4	1	0	0	1	0	1	2	0	2	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1
HM269767.1.1329	7	20	5	10	12	18	21	10	12	14	7	11	20	19	18	6	4	7	13	5	9	14	13	5	7	13	18	10	13	6	7	10	14	16	10	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB245338.1.1466	4	19	2	8	16	10	18	6	11	7	9	23	22	18	11	20	7	7	14	27	11	1	26	9	6	7	10	2	18	3	10	12	1	7	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5862	2	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC442629.1.1355	1	12	0	6	14	4	16	6	13	2	20	18	19	13	19	12	20	6	18	9	12	18	10	14	21	8	18	31	17	38	14	24	44	24	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU134198.1.1315	1	2	1	4	8	3	1	0	0	1	4	0	5	1	2	5	4	1	1	2	2	1	2	4	2	3	3	9	2	0	0	6	3	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ697782.1.1487	3	2	3	27	0	4	0	4	0	3	2	2	2	1	0	2	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF265906.1.1385	2	1	1	1	4	0	2	1	3	0	3	5	2	1	3	2	2	1	3	0	3	3	2	3	3	6	0	3	1	3	4	3	18	5	18	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ582047.1.1432	3	11	6	7	28	14	8	8	18	3	10	22	21	24	32	13	22	2	26	12	18	15	17	15	8	14	22	29	13	15	13	17	32	36	43	47	1	0	5	2	0	0	0	0	1	1	1	2	2	0	1	0	3	0	0	1	0	1	2	1	0	1	0	1	0	1
HE587193.1.1362	2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	2	0	2	1	3	1	3	2	1	4	5	2	1	2	1	1	0	1	0	0	2	1
EF018481.1.1384	5	14	3	6	11	13	16	1	23	3	4	4	7	17	15	14	7	5	15	5	13	4	9	13	16	7	10	46	4	19	10	11	15	17	13	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
EF019332.1.1408	11	29	4	6	0	6	6	4	1	10	32	3	14	3	9	0	4	19	0	2	1	1	5	1	22	8	7	4	1	1	5	1	5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_7180	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KJ191860.1.1451	2	3	0	1	0	5	4	2	0	0	1	5	3	0	1	3	5	0	2	2	5	2	0	2	0	7	2	0	5	1	3	1	0	2	0	0	1	0	0	1	0	2	1	3	0	6	0	3	3	2	5	2	2	2	2	1	1	4	2	0	1	0	1	1	1	0
OTU_dn_402	6	5	4	1	6	4	5	0	10	5	5	5	8	10	6	1	11	1	6	7	3	8	17	1	0	0	3	5	7	0	14	3	3	7	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ119586.1.1415	1	0	0	0	2	0	0	1	5	0	0	1	2	0	2	2	1	1	2	4	1	0	0	1	1	0	3	1	0	0	1	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4482	1	2	3	3	1	2	1	4	3	0	1	0	0	0	0	0	4	5	1	0	0	2	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	3	4	0	1	0	0	2	0
OTU_dn_2781	1	2	0	1	4	0	0	0	0	0	2	1	0	4	4	0	0	0	1	1	1	0	0	5	0	0	0	0	0	0	2	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN626855.1.1365	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	1	24	5	9	5	22	0	19	6	1	22	4	9	11	7	20	11	7	5	18	12	10	9	40	12	19	24
OTU_dn_659	4	16	2	5	7	4	15	5	7	1	2	9	24	8	5	5	3	2	2	2	2	5	6	4	5	9	3	16	5	12	4	8	26	35	21	27	2	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2
HQ119622.1.1485	3	45	11	12	53	15	26	13	40	12	15	19	48	32	26	13	35	12	43	19	24	28	14	13	16	22	27	16	18	17	19	30	22	22	13	22	5	7	2	3	3	3	8	7	10	6	9	4	6	13	7	9	9	7	6	13	7	3	19	8	8	11	20	10	4	6
FJ897764.1.1205	6	15	1	4	10	15	10	4	45	2	84	35	3	14	40	144	31	1	23	31	19	18	8	20	26	15	6	38	23	713	128	9	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4864	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4266	1	0	1	3	0	0	1	0	0	1	1	0	1	2	4	0	0	2	0	0	3	0	0	2	0	1	2	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1577	6	16	0	4	0	0	2	2	0	1	1	0	0	0	0	2	3	2	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4469	3	3	0	7	3	1	0	0	3	0	1	3	2	0	0	1	1	2	2	0	0	0	0	2	2	1	0	0	1	0	0	0	6	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_834	4	1	3	3	0	3	2	1	0	4	3	2	0	1	2	2	2	0	0	0	0	0	0	0	0	4	3	6	0	2	1	0	18	16	35	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2763	5	1	0	7	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_9123	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	1	3	2	3	2	1	1	1	1	3	0	2	1	0	2	1	1	0	0	0	0	1	0
