OTU	ERR2092865	ERR2092866	ERR2092867	ERR2092868	ERR2092869	ERR2092870	ERR2092871	ERR2092872	ERR2092873	ERR2092874	ERR2092875	ERR2092876	ERR2092877	ERR2092878	ERR2092879	ERR2092880	ERR2092881	ERR2092882	ERR2092883	ERR2092884	ERR2092885	ERR2092886	ERR2092887	ERR2092888	ERR2092889	ERR2092890	ERR2092891	ERR2092892	ERR2092893	ERR2092894	ERR2092895	ERR2092896	ERR2092897	ERR2092898	ERR2092899	ERR2092900
HQ904113.1.1484	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_5197	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_dn_3364	0	0	1	0	0	0	1	0	3	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2999	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	2	0	0	3	0	0	0	0	2	0	0	1	1	0	0	1
OTU_dn_5331	0	0	1	0	0	2	1	0	4	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	1	5	0	0	0	1	1	0	2	0
DQ125527.1.1428	0	0	1	1	1	1	2	1	2	0	1	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1
GU208284.1.1442	0	0	1	2	0	0	0	0	0	0	1	0	3	0	1	0	0	1	0	0	0	0	0	2	1	3	0	0	0	0	0	1	0	1	0	0
HM142069.1.1485	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
OTU_dn_5444	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4796	0	0	1	0	0	2	2	0	1	0	0	0	0	0	2	1	0	0	0	1	1	2	1	0	0	0	1	0	0	0	1	1	0	0	0	0
JF126079.1.1346	0	0	2	0	0	1	1	2	3	2	3	6	0	2	0	7	2	0	0	1	0	1	0	4	28	3	1	0	1	2	6	2	1	0	0	0
OTU_dn_5260	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ984556.1.1512	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM187389.1.1377	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	1	0	0	0	3	0	0	0
AB630392.1.1435	0	0	1	1	0	0	1	0	1	0	0	0	1	2	0	0	2	1	0	0	1	0	1	3	1	2	0	0	0	1	0	4	2	1	3	2
OTU_dn_5149	0	0	2	1	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	2	0	0	0	0
AY913475.1.1305	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	2	0	0	1	0	0	0	2	0	0	0	6	0	0	0	1	1	6	0	5
OTU_dn_5972	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0
OTU_dn_3295	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
JF218904.1.1304	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU983337.1.1446	0	0	1	0	1	0	0	0	1	3	1	1	0	5	1	1	5	1	2	1	1	0	0	1	4	4	1	4	0	2	3	8	30	38	22	18
EU135491.1.1385	0	0	5	0	0	0	0	1	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OTU_dn_2364	0	0	1	0	0	1	0	1	1	2	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	2	0	0	0
KC855017.1.1454	0	0	1	0	4	2	3	1	3	1	2	2	1	3	4	3	0	1	4	2	4	0	2	1	7	2	0	9	2	6	1	2	3	12	11	9
JQ923515.1.1447	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2
OTU_dn_3949	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0
HK555520.4.1475	0	0	1	0	1	0	1	1	4	0	2	0	0	3	1	5	0	0	5	1	1	2	3	0	1	0	1	6	2	8	1	2	0	0	0	0
OTU_dn_3152	0	0	1	0	0	0	2	1	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FJ822653.1.1381	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EU335279.1.1507	0	0	2	0	1	5	1	0	4	0	0	9	2	0	1	3	6	3	0	0	4	1	0	4	1	0	0	0	0	0	6	1	0	0	0	1
OTU_dn_3707	0	0	1	1	1	2	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	1	0	0	2
AF407700.1.1564	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	4	0	1	2	2	0	0	1	0	0	0	0	1	0	3	0	0	0
AB234261.1.1526	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	2	1	1	0	0	0	0	1	0	0	1	2	3	1	6	0	2	5
JN023403.1.1510	0	0	1	0	0	0	0	1	0	0	3	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	2	3	0	2
OTU_dn_3221	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	1	0	0
OTU_dn_2975	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_dn_2817	0	0	2	0	0	0	0	0	0	0	0	1	0	2	2	0	1	2	0	0	2	0	0	1	2	3	3	0	3	0	1	0	0	0	0	0
OTU_dn_1307	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	4	2	2	0	0	4	5	4	6
OTU_dn_2832	0	0	1	0	0	1	0	0	0	0	0	0	2	1	1	3	3	1	0	0	0	0	4	2	0	1	1	3	1	0	2	0	9	6	7	3
EU134866.1.1354	0	0	1	1	0	0	1	0	2	1	0	0	2	3	1	0	3	0	2	1	1	1	0	2	0	0	1	10	0	1	1	3	1	1	7	3
HM445473.1.1376	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	1	0	0	2	0	1	4	6	8	7
OTU_dn_1271	0	0	1	0	1	2	0	0	1	0	1	1	1	2	0	0	3	0	2	1	1	3	0	0	1	0	4	6	0	0	4	0	6	0	3	6
OTU_dn_3789	0	0	2	0	0	0	0	0	0	0	2	2	2	7	2	1	1	0	2	0	3	0	4	3	1	1	2	3	0	3	0	1	11	16	23	31
JF266428.1.1359	0	0	1	0	0	1	2	0	0	0	0	2	0	1	1	14	0	0	0	0	0	0	0	1	0	0	2	2	1	0	0	2	3	1	0	2
OTU_dn_3218	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
GU205312.1.1371	0	0	1	0	1	0	2	1	2	0	0	0	1	2	3	0	2	0	2	1	0	0	2	0	1	0	1	0	0	0	0	1	1	12	0	3
AB672112.1.1430	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	2
OTU_dn_4887	0	0	1	1	1	1	1	1	2	1	3	0	1	1	3	0	4	2	0	2	5	1	2	0	1	3	1	0	0	0	0	2	3	2	0	3
OTU_dn_2903	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	2	1	2	0	0	0	0	0	1	0	0	0	0	1	0	1
OTU_dn_3793	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HQ118971.1.1429	0	0	1	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	1	2	1	1	1	0	0	2	0	2	0	0	0	1	0	11	1
OTU_dn_1689	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	2	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
GQ356086.1.1401	0	0	2	0	3	0	2	0	0	1	1	3	0	2	1	0	3	1	2	2	2	1	0	2	0	0	4	0	2	0	3	2	3	7	3	0
JN616065.1.1342	0	0	3	0	0	2	3	2	2	1	7	4	2	8	3	5	15	0	3	6	3	1	5	5	2	1	10	4	0	2	1	3	24	34	61	45
EU431690.1.1491	0	0	1	0	1	1	1	0	1	0	2	3	3	3	4	3	0	0	6	0	0	0	1	0	1	4	1	0	2	1	0	0	0	1	0	2
OTU_dn_864	0	0	2	1	2	0	3	0	2	1	2	2	0	3	3	1	1	1	6	1	0	3	7	2	2	3	1	0	2	0	3	5	9	9	7	9
OTU_dn_4283	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	2	0	0	1	0	0	0	1	0	1	2	8	3
HM061888.1.1473	0	0	1	0	2	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	2	2	0	0	0	0	0	0	0	0	4
OTU_dn_5140	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	1	2	5	2
OTU_dn_1440	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0
HM445136.1.1372	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	1	4	2	5	9
OTU_dn_6345	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4882	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	2	4	7
OTU_dn_5560	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ863977.1.1515	0	0	1	0	1	1	1	0	2	0	0	1	0	0	0	0	3	1	0	0	0	2	1	0	0	0	1	0	1	0	0	2	0	0	0	0
OTU_dn_4658	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0
OTU_dn_5700	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0
OTU_dn_5441	0	0	1	0	0	0	1	0	5	3	2	0	0	1	0	2	0	0	5	1	1	0	0	0	4	2	3	9	0	0	0	2	0	2	1	6
FJ946605.1.1290	0	0	2	2	0	0	0	1	0	1	2	3	4	1	1	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	0	0	2	0	1
OTU_dn_5618	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2969	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
OTU_dn_4774	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0
FJ437958.1.1481	0	0	1	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AF408987.1.1330	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0
OTU_dn_2300	0	0	1	1	2	4	0	1	0	0	0	1	1	0	1	2	1	0	0	1	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
EF018180.1.1378	0	0	1	0	0	2	0	0	0	0	0	0	0	1	2	0	2	0	1	1	0	0	1	0	1	0	0	1	0	2	0	1	5	3	1	2
OTU_dn_2730	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	1
JF429369.1.1488	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HM332325.1.1306	0	0	2	1	2	0	1	1	1	1	1	0	1	1	0	2	0	0	0	1	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_2781	0	0	1	0	7	1	1	0	2	3	3	1	5	2	3	1	3	0	2	2	1	2	5	1	1	3	4	1	8	0	5	3	5	6	8	3
OTU_dn_2684	0	0	1	1	0	0	0	0	0	0	1	0	0	2	3	2	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	3	7	16	8
JX222573.1.1501	0	0	2	0	0	1	0	0	0	0	1	0	0	1	3	0	0	1	0	0	0	0	2	1	1	0	0	0	0	1	0	1	0	0	0	0
FJ793164.1.1473	0	0	2	1	1	4	4	0	7	0	3	0	3	11	2	2	2	0	2	1	7	4	1	3	4	2	4	0	4	0	3	1	6	10	1	11
OTU_dn_2971	0	0	5	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF020007.1.1338	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1
OTU_dn_1750	0	0	1	2	3	1	2	2	3	2	0	3	1	1	1	0	1	0	5	2	0	0	0	3	0	0	2	5	0	0	0	0	12	4	2	6
KJ809466.1.1463	0	0	3	4	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	4	0	0	2	0	13	0	0	5	0	0	9	1	0	0	0	0
OTU_dn_4030	0	0	2	2	0	2	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_3408	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2
FJ624890.1.1404	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0
OTU_dn_1533	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	11	2	0	0	0	2	2	0	1
AB672110.1.1485	0	0	1	0	0	1	0	0	0	0	1	1	3	1	0	0	0	0	2	0	2	0	1	0	2	0	1	0	0	3	2	2	0	1	1	0
OTU_dn_4132	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GQ388901.1.1482	0	0	1	2	0	2	1	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
AB630546.1.1430	0	0	1	0	1	1	1	0	1	1	1	0	2	2	0	0	0	0	0	0	0	0	2	0	0	1	1	0	3	0	1	4	2	3	0	2
JX489978.1.1499	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0
FJ822625.1.1383	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0
CP012333.3939354.3940903	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
OTU_dn_4423	0	0	1	0	0	2	0	0	3	1	2	3	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	2	3	0	2	0	3	1
OTU_dn_1313	0	0	1	0	0	1	0	1	1	0	2	2	1	0	1	2	0	0	0	0	0	0	1	0	2	0	3	9	2	0	1	0	0	0	0	0
KC432370.1.1386	0	0	1	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU_dn_1328	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1
OTU_dn_5676	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5534	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3066	0	0	1	0	0	0	0	0	0	1	1	4	1	0	7	0	0	0	1	1	3	1	2	0	5	0	2	2	0	2	1	0	6	6	2	3
HM341040.1.1330	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
EF143261.1.1430	0	0	1	0	1	1	1	0	2	0	1	0	0	0	1	1	3	3	1	0	0	0	0	2	1	1	0	0	1	1	3	1	1	0	0	0
JQ311902.1.1461	0	0	1	0	0	0	1	0	0	0	0	3	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	2	2	1	0
OTU_dn_5826	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ311871.1.1446	0	0	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
KC432391.1.1355	0	0	1	5	4	0	0	0	0	0	2	0	0	1	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	8	9	7
HE650016.1.1353	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	5	0	2	1	0	0	1	1	0	3	0
OTU_dn_5780	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HK557024.1.1350	0	0	2	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4857	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3920	0	0	1	0	0	1	3	2	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EF018464.1.1387	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
HM038235.1.1283	0	0	3	0	0	0	0	3	3	0	1	4	2	0	0	6	6	0	2	43	10	5	0	2	12	2	16	13	3	1	7	1	1	0	2	5
OTU_dn_1230	0	0	3	1	0	1	1	1	0	0	2	2	0	2	2	0	2	1	4	2	2	2	0	2	1	0	3	0	1	2	1	2	2	0	1	3
OTU_dn_3073	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_4408	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	3	0	0	0	1	0	0	0	0	0	0	1	0	3	8	2	4
OTU_dn_5689	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5539	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	5	0	4	1
OTU_dn_5882	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
OTU_dn_4965	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4729	0	0	3	0	0	4	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ385289.1.1438	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5959	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3743	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	3	0	0	2	2	0	0
FJ542958.1.1523	0	0	1	0	0	1	0	0	0	0	1	2	1	2	1	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	1	0	0
OTU_dn_970	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	0	2	3	2
OTU_dn_1609	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	12	0	1	1
EU135563.1.1397	0	0	1	0	0	0	1	0	0	0	0	2	2	0	2	0	6	0	1	3	2	0	0	0	0	2	1	6	0	2	0	0	10	5	4	9
OTU_dn_2375	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF019537.1.1350	0	0	1	0	0	0	0	0	0	1	3	1	0	2	0	2	2	0	0	2	4	0	0	1	0	0	0	0	2	1	5	1	7	12	4	8
GU563764.1.1499	0	0	4	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	19	2	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0
JQ806449.1.1498	0	0	1	0	1	2	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	4	0	0	2	0	0	0	0	0	6	0	1	1	0	0
OTU_dn_1796	0	0	1	1	0	0	1	0	2	2	0	1	1	0	1	1	2	0	0	1	2	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0
LN570703.1.1368	0	0	1	4	0	3	0	0	0	0	2	1	0	0	0	0	3	1	0	2	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0
OTU_dn_1783	0	0	1	2	0	0	0	3	1	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0
HQ682000.1.1451	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	4	0	0	0	0	0	0	0	0	0
JF681702.1.1205	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	1	0	3	0	0	1	1	1	1	0	1
OTU_dn_3551	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
EF516686.1.1449	0	0	1	0	2	4	3	0	3	0	0	0	6	2	0	3	2	1	3	0	2	2	1	0	3	2	0	0	0	5	3	0	5	7	0	2
OTU_dn_4323	0	0	1	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	0	0	1	1	2
KF841181.1.1500	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	1	2	1	1	2	0	0	0	0	0	0
OTU_dn_2064	0	0	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_3987	0	0	1	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
OTU_dn_453	0	0	2	0	0	0	0	0	3	0	8	0	0	5	3	0	2	0	5	2	1	1	1	2	0	3	4	3	0	1	1	0	23	23	23	24
OTU_dn_3398	0	0	1	0	0	0	0	0	2	0	0	1	0	3	1	0	0	0	2	0	0	0	1	0	0	3	0	0	0	0	0	0	6	6	12	3
OTU_dn_5859	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	3	1	2	2	5
AB202217.1.1420	0	0	3	1	1	1	0	0	0	1	1	0	2	1	0	0	1	0	0	0	4	7	0	6	5	4	1	8	0	0	1	1	0	0	1	3
OTU_dn_1588	0	0	1	0	0	0	0	0	1	0	3	1	5	4	3	3	2	2	3	3	1	1	1	4	2	4	2	0	0	0	0	1	0	5	2	6
OTU_dn_4029	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0
OTU_dn_3807	0	0	1	3	0	1	1	1	0	0	0	2	1	1	3	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5724	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4047	0	0	1	0	0	0	2	0	1	0	0	0	2	2	2	2	0	1	0	0	0	1	3	0	0	2	0	0	1	0	2	0	2	1	0	0
OTU_dn_1529	0	0	1	0	0	0	0	0	0	0	3	0	1	2	5	0	1	0	4	1	3	0	1	0	0	0	1	0	3	0	1	0	4	7	5	6
EF580930.1.1495	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0
OTU_dn_4587	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	3	7	1
AJ518786.1.1279	0	0	1	0	0	0	0	0	1	0	2	0	0	5	4	0	0	0	0	2	2	0	3	6	0	0	5	0	0	7	1	0	9	15	7	12
EF019799.1.1401	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	2	0	0	0	0	1	1	1	0	1	3	0	0	0	3	1	9	1	7	1
AJ519370.1.1323	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_dn_3866	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU_dn_5947	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	3
OTU_dn_5767	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_dn_4932	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
